tanggal,judul,narasi
5-Jan-20,"Namanya Dicatut Terkait Kondisi Bendungan Bili-Bili, Bupati Gowa Angkat Bicara","Bupati Gowa, Adnan Purichta Ichsan: Itu mungkin peringatan tahun lalu. Entah dari mana dan siapa yang mengedarkan informasi itu lagi. Saat ini kondisi di Bendungan Bili-bili, debit airnya masih di bawah batas normal."
31-Dec-19,"Judul Artikel Nama Muhammad Dan Ali Dilarang Terbang, Kebijakan Imigrasi Bukti Diskriminasi Umat Islam","Kebijakan baru Imigrasi Indonesia terhadap diskriminasi nama Muhammad dan Ali tidak boleh terbang di Bandara Soekarno Hatta menuai kecaman Anggota Komisi III DPR RI, Aboebakar Alhabsyi. Ia mengatakan, diskriminasi yang terjadi di bandara pada peraturan keimigrasian di layanan autogate Bandara Soekarno Hatta melukai umat Islam"
28-Oct-19,Tangkapan Layar Grup Wa Pendukung 02,Grup WA Pendukung 02
26-Sep-19,"Faisal Amir, Mahasiswa Universitas Al Azhar Meninggal Dunia","Innaa lillahi wa innaa ilaihi roojiuun
 Ternyata ananda telah dipanggil Sang Khalik jam 07.00 +++ wib."
17-Jul-19,Beredar Risalah Rapat Pengangkatan Nama - Nama Menteri Kabinet Kerja Jilid Ii Dengan Lambang Garuda Dan Bertuliskan Koalisi Indonesia Maju,KOALISI INDONESIA MAJU REPUBLIK INDONESIA. RISALAH PENGANGKATAN MENTERI PEMBANTU PRESIDEN DALAM KABINET KERJA JILID II PERIODE 2019  2024.
9-Mar-19,Dibagikan Ke Siapa? Kalangan Lgbt Kah?,"Nah iniloh yg tak maksud kapan hari.
Tujuannya bagi-bagi kondom dg logo capres ini apa?
Dan ini dibagikan ke siapa? Kalangan LGBT kah? Atau bebas umum?
Amat sangat merusak anak bangsa!"
24-Jan-19,"Video Kapal Tenggelam Di Perairan Kangean, Jawa Timur",Mohon Doanya Bagi Para Penumpang Di Kapal Tenggelam. Lokasi Kejadian Di Dekat Pulau Kangean Madura Jatim. Yaa Rabb Selamatkanlah Mereka Dari Musibah
17-Jan-19,Foto Anak Perempuan Yang Dikabarkan Hilang Sekarang Sudah Berada Di Polsek Citeureup Bogor,Assalamualaikum mohon dibantu menyebarkan. Ada anak perempuan usia 4th hilang dan sekarang ada dipolsek citeureup barangkali ada yg kenal bisa langsung datang ke polsek citeureup. Terimakasih
4-May-18,: Bapenda Sulsel Mengklarifikasi Bahwa Tidak Ada Pemutihan Pajak Kendaraan,"Debunk ini berisi Klarifikasi dari Badan pendapatan daerah (Bapenda) Sulawesi Selatan, Tautoto TR terkait informasi di media sosial yang menyebutkan adanya pemutihan pajak kendaraan bermotor pada tanggal 1 mei hingga 31 agustus 2018. dirinya menyebut bahwa informasi yang beredar tersebut adalah Hoaks atau tidak benar adanya."
26-Apr-18,Pesan Berantai Soal Paket Narkoba Yang Dikirim Ke Rumah Warga,"Wa dari Bpk Kapolda :
 Tolong disampaikan ke Pak RT / Pak RW dan Tolong sebarkan,  PENTING  ! 
 Assalamualaikum. Wr. Wb. Bapak/Ibu Yang Berbahagia,
 info agar berhati-hati 
 Belakangan telah terjadi Pengiriman Paket dari Luar Negeri maupun Dalam Negeri ke beberapa alamat yang sengaja disalahkan untuk mengecoh petugas yang berwajib. [.]"
30-Jan-18,Screen Shoot Percakapan Chat Megawati Dengan Kepala Bin,Screen Shoot Percakapan Chat Megawati dengan Kepala BIN
24-Oct-17,Benny Panjaitan Tutup Usia,Telah berpulangke hadirat yang mahakuasaBenny Panbers Panjaitandi usia70 tahunmohon doa agar kekuatan bagi keluarga besar.
23-Oct-17,"Surat Dari Halmahera, Tambang Emas Maluku Utara Diberikan Ke Pihak Asing","Seluruh warga RI
 di
 Manapun Anda berada .
 Khusus nya Masyarakat Halmahera Maluku Utara.
 
 Dengan segala hormat ,
 Saya Annisa Madaniyah , Memberitakan
 
 ."
20-Aug-20,Rekrutmen Pt Pertamina 20 Agustus 2020,"Berdasarkan hasil evaluasi tim seleksi terhadap lamaran kerja Saudara yang kami terima, dengan ini kami sampaian bahwa berkas lamaran Saudara memenuhi persyaratan yang ditetapkan. Saudara dapat mengikuti tes seleksi calon Karyawan."
13-Jul-20,Rombongan Jemaah Haji Padang Sumbar Menuju Tanah Suci,"Rombongan jemaah haji Padang Sumatra Barat non via Depag berangkat kebandara untuk selanjutnya menuju tanah suci menunaikan hajidengan adanya lobi khusus para tokoh dan ulama Padang Sumatra Barat dengan Kerajaan Arab Saudi dan juga adanya hubungan history Kerajaan Pagaruyung Sumatra Barat pada zaman dulunya, serta Keluarga Kerajaan Pagaruyung juga mempunyai lahan tanah yang cukup luas di Arab Saudi,sekarang ini dibangun Hotel untuk jemaah haji asal Sumatra Baratmemudahkan urusan warga yang menunaikan haji asal Sumatra Barat tersebutdisamping itu Kerajaan Arab Saudi juga sangat menghargai Alm Sheh Ahmad Khatib asal Padang yang pernah menjadi Imam besar Masjidil Haram semoga hubungan baik Kerajaan Arab Saudi dengan Padang Sumatra Barat khususnya dan Indonesia pada umumnya terjalin lebih akrab lagi kedepannya dan yang menunaikan Haji mendapat haji mabruraamiin."
20-Jun-20,Wapres Pemerintah Gak Sengaja Memakai Dana Haji Jadi Gak Berdosa,Wapres Pemerintah Gak Sengaja Memakai Dana Haji Jadi Gak Berdosa
24-Mar-20,Peta Zona Merah Virus Corona Wilayah Purwokerto,ZONA MERAH corona daerah purwokerto
23-Mar-20,Foto Salat Jumat Di Gaza Hari Ini,"Salat Jumat di Gaza sebelumnya hari ini. Tidak ada kasus covid-19 yang dilaporkan di Gaza sejauh mereka sudah terputus dari dunia. Dunia lupa tentang Gaza, tetapi orang-orang dari Gaza hari ini berdoa untuk dunia."
18-Mar-20,Ikan Humanoid Dengan Tangan Dan Kaki Ditangkap Di Laut Cina Selatan,"V Vietnam melaporkan bahwa seekor ikan humanoid ditangkap di Laut Cina Selatan, dengan tangan dan kaki, dan seseorang dengan dada dan perut yang sama, dan para nelayan ketakutan dengan keringat dingin. Sekarang telah diserahkan ke departemen penelitian ilmiah untuk melihat apakah itu adalah makhluk atau spesies mutan yang belum pernah ditemukan manusia. 
 
 Dunia nyata sedang berubah"
12-Mar-20,Ahok Putra Terta*K Bangsa,Ahok Putra Tertaik Bangsa
11-Mar-20,Kematian Raja Salman Dan Putra Mahkota Pangeran Mohamed Bin Salman Di Tangkap Atas Tuduhan Kudeta,"BREAKING NEWS!
 kematian raja Salman MASIH BELUM TERKONFIRMASI, namun berita ini sudah tersebar.
 Dan 2 anggota senior kerajaan di tangkap atas tuduhan kudeta. Dua anggota tersebut adalah keponakan raja Salman dan putra mahkota yaitu pangeran Mohamed bin Salman."
4-Feb-20,Virus Corona Masuk Makanan Kalengan Cina,"Mulai saat ini jangan makan pruduksi luar dulu apa pun jenis nya , khususnya produksi luar negeri cina Karena kemungkinan besar pekerja pabrik tersebut pengidap virus carona dan bisa jadi jatuh keringat mereka masuk ke dalam kalengan2 itu , serta virus corona yg saat ini masih jadi masalah besar dunia telah diketahui DepKes dunia sehingga makanan tersebut telah banyak di sita tpi lebih banyak yg sdh terlajur diekspor juga,"
23-Jan-20,Video Pohon Bisa Di Terbang Keajaiban Kekuasaan Allah Di Arab Saudi,"#Subhanallah
 Pohon Bisa Di Terbang Keajaiban Kekuasaan Allah Di Arab Saudi"
21-Jan-20,Video Penyebab Listrik Mati Sebanjaran,Penyebab listrik mati sebanjaran
15-Jan-20,Air Pare Yang Panas Dapat Membunuh Sel Kangker,"Tolong sebar luaskan.
 RS pusat angkatan darat (RSPAD Gatot Soebroto )Jakarta.
 menegaskan bila setiap orang yg mendapatkan info ini kemudian membagikan ke 10 orang lainnya,di pastikan sedikitnya ada satu nyawa yg akan terselamatkan.saya sudah melakukan , Mohon anda juga membantu melakukan bagian anda.Tks!"
30-Oct-19,Lowongan Kerja Pt Angkasa Pura 1 2019,"LOWONGAN KERJA PT.ANGKASA PURA1 2019
 Persyaratan Pria & Wanita Pendidikan:
 SMA  SMK  S1  D3
 Usia 22thn ke atas Lamaran & CV email:
 pt.angkasapura1@hotmail.com"
23-Jul-19,"Mendagri Tidak Memberi Ijin Cuti Kepada Walikota Sumbar Untuk Menunaikan Ibadah Haji, Rezim Setan.","Mendagri tidak memberi ijin cuti kepada walikota Sumbar untuk menunaikan ibadah haji, rezim setan."
20-Apr-19,Jokowi Dipastikan Tidak Menang Pilpres 2019 By: Restu Bumi,"Dedy McLaren:
JOKOWI DIPASTIKAN TIDAK MENANG PILPRES 2019
By: Restu Bumi"
6-Apr-19,Potongan Langsung Alfamart Untuk Bayar Sembako Pilpres,Hati hati belanja di Alfamart Ternyata ada tambahan potongan langsung 10rb utk bayar sembako pilpres.
31-Jan-18,"Foto Shalat Di Afghanistan Viral, Presiden Jokowi Angkat Bicara","Presiden Joko Widodo : Yang pertama, itu kan salat zuhur, imamnya dari imam masjid di sana. Kemudian, kita ingin jamak taqdim melanjutkan ke asar, saya maju. Ya biasalah. Apa sih yang diramaikan? Apa?"
8-Dec-17,Gunung Galunggung Tasikmalaya Meletus,"Gunung Galunggung Meletus
Melontarkan batu batu yang cukup besar"
15-Nov-17,Michael Jackson Islam In My Veins Unpublished Song,"Unpublished Michael Jackson song about Kabah,lets listen?Labbaikallaahumma Labbaik, Labbaika Laa Syariika Laka Labbaik, Innal-hamda Wan-nimata Laka Wal-mulka Laa Syariika Lak"
16-May-17,Akun Nicholas Sean Tjahaja Purnama  Merupakan Akun Palsu,"Saya hanya punya akun facebook (mungkin salah sebut, karena sepertinya Sean punya instagram account @nachoseann yang difollow oleh akun resmi Veronica Tan) dan Skype."
7-May-17,Salju Jatuh Dijalan Sudirman,UJAN SALJU DEPAN DI JAKARTA RATU PLAZA SUDIRMAN KEREENNNNNNN
10-Mar-17,"Kompas Bikin Hoax, Turn Back Hoax Tutup Mata","Biang HOAX kerja sama dengan Turn Back Hoax
 Pantesan Komunitas Turn Back Hoax tutup mata sama Hoax Kompas, ternyata satu afiliasi."
13-Oct-16,Meme Ridwan Kamil,Yang menolak Ahok karena ia Tionghoa adalah orang bodoh
15-Jun-16,Foto Rumah Roboh Yang Harus Diberikan Donasi Bukan Pelanggar Perda,"RAKYAT seperti inilah yang harusnya mendapatkan DONASI.
 jangan diJUNGKIR BALIKkan yang melakukan pelanggaran PERDA di beri DONASI."
10-Dec-15,Serangga Menyebabkan Tangan Dan Bagian Tubuh Lainnya Bolong,"Perhatian untuk seluruh kawan-kawan, bila melihat serangga seperti di dalam foto, jangan sekali-kali menyentuhnya, di Thailand telah ditemukan serangga ini dalam jumlah besar, di Myanmar juga ditemukan, dan sudah mau masuk ke Indonesia, bagi yang menyentuh serangga ini, tangannya jadi seperti di foto dan sakit luar biasa."
24-Aug-20,Pernyataan Maruarar Sebut Orang Yang Tak Pilih Jokowi Bodoh Dan Gila,"Tak mempan diserang sana-sini, Maruarar: Kekuatan Jokowi itu rakyat. Hanya Orang Bodoh Dan Gila, Yang Tak Mau Pak Jokowi, Jadi Presiden RI"
9-Jul-20,Pengakuan Ribka Tjiptaning Semua Anak Pki Bergabung Ke Pdip,Pengakuan Ribka Tjiptaning. Mayoritas anak PKI bergabung ke PDIP
14-Jun-20,"Hantu Nge-Gym  Di Taman Jhansi, India Karena Tidak Ada Orang Selama Corona","Weird things happening at deserted Japani park rohini, (due to corona fear, nobody visits park) ghost was exercising after 7 pm witnessed by full police team."
6-Jun-20,Rekrutmen Pt Bga Bersyarat Bukan Orang Pribumi Kalimantan,"Yg berminat kerja panen di PT Bumitama Gunajaya Agro (Kalimantan Tengah), silahkan hubungi no WA saya 0823-3041-4*** (Brian), persyaratan sebagai berikut:"
14-May-20,Ini Ada Ajakan Yg Menarik : Ada Ide Menarik Banget Dari Kwik Kian Gie,"Ini ada ajakan yg menarik : Ada ide menarik banget dari *Kwik Kian Gie Ayo, mulai 10 Mae sd 10 Juni 2020, Kita Jangan belanja di"
22-Mar-20,Akan Ada Penyemprotan Racun Untuk Virus Corona Dari Malaysia Dan Singapore Melalui Udara,"Pemberitahuan bahwasannya nanti mlm pada pukul 23.00 wib agar kita tidak ada yg keluar rumah,jika ad menjemur pakaian atau makanan segera diangkat dibawa masuk,karena mulai pukul 23.00 wib akan ada penyemprotan racun untuk virus corona dari malaysia dan singapore melalui udara,bila besok pagi hujan jgn keluar rumah dulu sampai hujan berhenti.mohon beritahukan kepada keluarga,sahabat atau tetangga bapak ibu sekalian. Trima kasih"
14-Feb-20,Ditemukan Virus Machupo Dalam Paracetamol,"Hati hati untuk tidak menggunakan Paracetamol yang datang ditulis P/500 , ini adalah Paracetamol baru sangat putih dan mengkilap , mengandung MACHUPO VIRUS dianggap salah satu virus yang paling berbahaya di dunia , dan dengan tingkat kematian yang tinggi , silahkan berbagai pesan ini untuk semua orang dan keluarga dan menyelamatkan hidup dari mereka , saya sudah melakukan bagian saya , sekarang giliran anda lagi.makasih!"
3-Dec-19,Mengapa Canada Menolak Menghilangkan Babi Dari Menu Makanan Sekolah?,"Jawaban gubernur motreal begini :
 Akhirnya, mereka ( orang orang muslim yang di Canada ) harus mengerti bahwa di Kanada (Quebec) dengan akar Yudeo-Kristen, pohon natal, gereja dan festival keagamaannya, agama harus tetap berada dalam wilayah pribadi. Kotamadya Dorval benar menolak konsesi apapun terhadap Islam dan Syariah."
27-Sep-19,Kpai: Siswa Yang Meninggal Bukan Mau Ataupun Pulang Aksi Di Dpr,"Komisi Perlindungan Anak Indonesia menegaskan, Bagus Putra Mahendra (15) siswa salah satu SMA yang tewas di Jakarta Utara, bukan bagian dari massa aksi pelajar di DPR RI."
20-Aug-19,Draf Revisi Uu Ketenagakerjaan Hapus Cuti Haid,Draf Revisi UU Ketenagakerjaan Hapus Cuti Haid
28-Jun-19,Hewan Yang Ditemukan Di Kuburan Ini Punya Suara Jeritan Mengerikan,"Believe it or not :

Sejenis binatang dinegara Arab yg suka tinggal di perkuburan, banyak org menyangka suara ini datang dr suara org tersiksa didalam KUBUR"
6-Apr-19,Pengarang Jokowi Undercover Semasa Mudanya Berteman Dengan Jokowi,Cek salinannya di (2) bagian REFERENSI.
25-Mar-19,Area Proyek Bandara Kulonprogo Terendam Banjir,Portal law-justice.co memuat pemberitaan proyek Bandara Kulonprogo atau NYIA telah banjir. Pemberitaannya berjudul Belum Diresmikan Bandara Baru Yogya Sudah Terendam Banjir.
25-Sep-18,Pdip Menerima Kunjungan Pki China,PDIP MENERIMA KUNJUNGAN PKI CHINA.UNTUK JALUN KERJA SAMA ANTAR KADER. VIDEO NEWS DOKUMENTER TVONE.
12-Sep-18,Meme Jokowi Sudah Sah Bukan Presiden Indonesia Dan Harus Turun Sekarang Juga,SiOwie Mulyono Herbertus bukan Presiden lagi Dia Harus mengundurkan diri
5-Sep-18,@Ratnaspaet: Masih Mau 2 Periode?,Masih mau 2 Periode? Pakai akal pikiranmu  Gugah hari Nuranimu. Cc: @jokowi
30-Agu-18,Akun Twitter @Lawanpolitikjkw Adalah Milik Ferdinand Hutahean,Beberapa hari terakhir ini telah beredar luas capture atas sebuah akun twitter yang menggunakan foto dan nama saya secara tidak sah dengan user name @LawanPoLltikJKW.
05-Agu-18,Sri Mulyani Lelang Miras Solusi Defisit Anggaran,"Menteri Keuangan, Sri Mulyani, berharap agar 50.664 botol minuman keras ilegal asal Singapura yang diamankan Kanwil Bea Cukai Jawa Timur I bisa dilelang untuk menambah pemasukan negara."
2-Jul-18,: Seorang Ibu-Ibu Meninggal Akibat Terperosok Di Setu Babakan Jagakarsa Jakarta Selatan,setelah diangkat ibu tersebut linglung lalu dibawa kerumah sakit dan meninggal
27-Jun-18,Video Erupsi Gunung Sinabung | Video Of Mount Sinabung Eruption,Indonesias Mount Sinabung Volcano Erupted Today and the Photos Are Spooky as Hell
23-May-18,Kejadian Tadi Siang Jam 13:00 Di Embong Malang Sby,"Kejadian tadi siang jam 13:00.
 Di Embong Malang Sby.
 Teroris
 Ada 2 Laki2.
 Ada 1 Wanita.
 Masing2 membawa 3 Bom Rakitan, Merencanakan menuju ke TP 2 utk diledakan, sebelum niatnya terlaksana, gerak geriknya aneh dan tercium petugas kepolisian sedang menjaga di TP.
 Merasa terbongkar belum sempat meledakan bom rakitan terlebih dahulu direbut polisi dan terjadilah kejar mengejar dan nekat melawan petugas.
 Akhirnya dilumpuhkan dgn timah panas 1 meninggal dunia, yg kedua pelaku diamankan selanjutnya akan diproses hukum.
 Dipihak kepolisian 2 petugas dari polsek tegal sari mengalami luka bacokan.
 Dihimbaukan kepada masyarakat tetap tenang, segera laporkan bilamana mengetahui yg mencurigakan."
19-Feb-18,Pembunuhan Muadzin Oleh Pki Di Majalengka Jawa Barat,"Kami tegaskan informasi yang beredar di medsos (mengenai penganiayaan dan pembunuhan dilakukan orang gila terhadap H Bahro) itu tidak benar, kata Kapolres Majalengka, AKBP Noviana Tursanurohmad, di Majalengka, Sabtu (17/2)."
9-Dec-17,Tol Soreang - Pasirkoja Gratis,"Ke Soreang yuuk! Tol SOROJA gratis seminggu, lho."
24-Nov-17,Rina Nose: Hidup Cuman Modal Amplop Gak Usah Sombong,"YA ALLAH TAMBAH MENJADI JADI SOMBONGNYA ANAK INI TERHADAP ULAMA YANG MEMBERI DIA NASEHAT.
Ditegur Ust Abdul Shomad, Rina Nose : Hidup Cuman Modal Amplop Gak Usah Sombong.


"
4-Oct-17,Hiv Dalam Makanan Kaleng Dan Wabah Pengerasan Otak & Sumsum Tulang Belakang," Maaf yaa BC krn Penting ,tolong beritahukan anak2 ,suami ,isteri dan semua teman2 mu.
 Perhatian ;
 mulai saat ini jangan makan makanan kalengan2an, terutama buah2an, termasuk merek taiwan keluaran Thailand.
 Karena di negara nya ada kira2 dua ratus orang penyakit aids kerja di pabrik kalengan ,dan mereka masukkan darah ( racun )mereka ke dalam kalengan2 itu , dan hari ini masalah tersebut telah diketahui bagian Tim Kesehatan thailand, dan kaleng2an nya tersebut telah di sita.
 Contoh ; lecy ,rambutan ,lengkeng ,mangga puding ,dll.
 setelah terima cepat kirim ke teman2mu semua. Agar  konsumsi kalengan apapun Demi kesehatan.trimakasih"
21-Feb-17,Anak Durhaka Berubah Menjadi Ikan,Beredar video ikan berbentuk aneh dengan judul video Anak Durhaka.
19-Jan-17,Video Bukti Gmbi Menganiaya Anggota Fpi,Video Bukti GMBI Menganiaya Anggota FPI
8-Sep-15,Jokowi Dituduh Memasukkan Ribuan Tenaga Kerja Asing Ke Indonesia Via Sebuah Proyek Pltu,Pak Jokowi itu menjadi walikota periode pertama di Solo kalau tidak salah mulai tahun 2005 s/d 2010.
6-Aug-20,Foto Habib Rizieq Ditangkap Warga,kasihan sih rijik ya
5-Aug-20,Alat Pendeteksi Tsunami Merupakan Tanda Adanya Gunung Api Di Bawah Laut,"Kita berada di kaki kaki Gunung Api Purba yang berada di dasar laut kab. Morowali. Jadi pasti akan ada setiap tahun gempa yg berpusat di daerah kab. Morowali. Ini sudah diteliti sejak tahun 2013. Ini salah satu contoh alat untuk mengetahui letak Gempa dan potensi Tsunami. Dan ada juga yg diletakkan di dasar laut. Berarti jika ada yg melihat seperti ini di laut, berarti di sekitar bawah laut, ada Gunung Api yg aktif"
26-Jun-20,Surat Seleksi Sekolah Prioritas Kemendikbud,Surat Seleksi Sekolah Prioritas Kemendikbud
10-Jun-20,Heboh! Pernyataan Dokter Indonesia Soal Covid,"Heboh! Pernyataan Dokter Indonesia Soal Covid Ini ada pernyataan dokter asal Indonesia yang menghebohkan, akankah muncul flag hoax dari fact checker lagi ?"
18-May-20,Registrasi Ambil Dana Bantuan Anda Covid-19,MELAWAN COVID-19 MEMBAGIKAN SUMBANGAN KEPADA MASYARAKAT INDONESIA TANPA TERKECULI : Syarat Dan Ketentuan :
17-May-20,Lowongan Sukarelawan Covid-19 Rsud Dr. Soetomo Surabaya,RELAWAN COVID-19 Mengingat banyaknya tim medis yang gugur dalam menangani covid-19 kamu membuka sukarelawan untuk bergabung dan membantu penanganan Covid-19
13-May-20,Sitkom Bajaj Bajuri Prediksi Corona 17 Tahun Lalu,"Di Tahun 2002, ada sebuah cuplikan Dlm salah satu episode Bajay bajuri Tentang penyakit menular yg berasal dari China"
21-Apr-20,Masuk Tanpa Paspor Dan Visa Adalah Modus Pemerintahan Jokowi Membuat Tka China Menjadi Wni,Modus licik Pemerintahan Jokowi memasukan TKA Cina tanpa Paspot & Visa supaya Langsung jadi WNI ironisnya Aparat ikut bekerja sama
31-Mar-20,Picture Of Stay Home In India,#Stay _ home in india
28-Mar-20,Foto Italia. Tidak Ada Lagi Ruang Yang Tersedia Di Rumah Sakit. #Coronaviruslockdown,Ini dari Italia. Tidak ada lagi ruang yang tersedia di rumah sakit. Tolong jangan keluar dari rumah Anda untuk 14 hari ke depan. #CoronavirusLockdown
16-Mar-20,Hasil Pemeriksaan Presiden Jokowi Positif Virus Corona,"Hasil Pemeriksaan Presiden Jokowi Positif Virus Corona,"
25-Feb-20,"#Baloot Arena Perjudian Di Arab Saudi, Pertama Kali Dibuka Dan Diresmikan","BALOOT arena Perjudian di Arab Saudi
 Pertama kali dibuka dan diresmikan"
14-Feb-20,Minyak Goreng Asri Produksi Leong Hup Terbuat Dari Minyak Babi,"klo di lihat memang bagus terkesima dg nama ASRI seakan akan Islami, padahal minyak goreng ini terbuat dari minyak babiproduksi LEONG HUP produk baru yg di beri nama ASRI dr malakaadalah china terkaya yg punya peternakan BABI terbesar di Malakaoleh karena itu tlg sebarkan / viralkan ke semua saudara muslim di seluruh nusantara"
31-Jan-20,Virus Corona Sudah Sampai Di Shah Alam Selangor,Sdh sampai di Shah Alam Selangor. Virus corona sdh mulai menyerang
22-Jan-20,Anies Baswedan Dinobatkan Sebagai Gubernur Terbaik Di Dunia,DR. Anies Rasyid Baswedan dinobatkan mnjadi Gubernur terbaik dunia. Rakyat Indonesia patut bangga masih ada figur pemimpin terbaik di Indonesia
22-Nov-19,"Jokowi Nilai Positif Jabatan Presiden Diusulkan Tiga Periode, Sangat Bagus","Artikel di merdekaind[dot]blogspot[dot]com dengan judul Jokowi Nilai Positif Jabatan Presiden Diusulkan Tiga Periode, Sangat Bagus."
4-Nov-19,Pelajar Sekolah Meninggal Ketika Sedang Bermain Game Online,Pelajar Sekolah Meninggal ketika sedang bermain Game Online. Korban ketika itu tiba2 mengalami Kejang2 sebelum meninggal dunia. Korban meninggal karena putus saraf otak/kepala akibat terlalu sering bermain game Online.
3-Oct-19,Bem Feb Ui: Mahasiswa Dalam Foto Tidak Merusak Fasilitas Umum,"Mahasiswa yang berada di dalam foto tersebut awalnya melihat papan tanda terletak di tengah jalan. Mereka kemudian berinisiatif mengangkat dan meletakkannya di pinggir jalan. Sesaat sebelum meletakkan papan tanda, mahasiswa tersebut berpose mengambil gambar. Pengambilan gambar dilakukan oleh salah satu teman mereka. Momen pengambilan gambar ini kemudian dimanfaatkan oleh media yang kebetulan berada di lokasi aksi untuk mengambil gambar mahasiswa yang sedang mengangkat papan tanda tersebut."
10-Sep-19,Presiden Ke-3 Ri Baharuddin Jusuf  Habibie Meninggal Dunia,"Inalillahi wainalillahi rojiun.
     
 Seluruh warga bangsa ini berduka cita atas meninggalnya Presiden ke 3 Republik Indonesia, B.J Habibie."
1-Jul-19,Pihak Smpn 30 Jakarta Memberikan Klarifikasi Atas Isu Gurunya Tidak Mau Pasang Foto Presiden Dan Wakil Presiden,Saya biasanya sangat menghormati guru. Dari guru kita bisa pandai dan mengenal cakrawala dunia ini. Itu guru yang baik.
9-Feb-19,Terakhir Yang Diketahui Adalah Terhadap Sam Lokon Anggota Knpb,Ternyata penggunaan ular untuk interogasi orang Papua yang ditangkap cukup marak. Terakhir yang diketahui adalah terhadap Sam Lokon anggota KNPB. Video ini kabarnya di Wamena.
30-Jan-19,Jokowi Jadi Orang Terkaya Nomor 18 Di Asia,"Daftar orang terkaya di Asia,JOKOWI MILYADER USD NO:18 melampaui kekayaan EKA CIPTA WIJAYA."
31-Agu-18,Beginilah Caranya China Menghancurkan Dunia,"Disinformasi yang pernah beberapa kali diedarkan sebelumnya, pil tersebut bukan berasal dari China tetapi dari Turki."
13-Sep-18,Percobaan Pembunuhan Terhadap Habib Alwi Abdurahman Assegaf,"Barusan dpt info telah terjadi percobaan pembunuhan terhadap Habib Alwi Abdurahman Assegaf Benarkah mohon infonya? apakah Komunis. sedang beraksi! @RanupsProSandi
 #2019PrabowoPresiden"
27-Jul-18,Cut Pat Kai Telah Lahir,"Bayi Babi Hutan, Sangat Mirip Wujud Manusia, Apakah Ini Yang Dinamakan Cut Pat Kai?"
17-May-18,Viral Pendaki Yang Meninggal Di Gunung Bawakaraeng,"Saya ketemu dengan orang ini min. Udah meninggal kemarin yang kritis, Waktu saya dapati jarinya sudah biru. Sedangkan temannya yang dua orang cuman bisa menghayal. Kasihan mereka ditinggal sama leadernya yang ngotot mau puncak, padahal waktu itu badai di Pos 8"
25-Apr-18,: Polisi Merazia Spanduk Bertuliskan #2019 Ganti Presiden Di Sumatera Utara,"Itu hoaks lagi itu, enggak ada sweeping-sweeping, ujar Setyo saat menghadiri diskusi di bilangan Mampang Prapatan, Jakarta Selatan, Selasa (24/4/2018)."
20-Oct-17,Share 79 Emoticon Baterai Ke 4 Grup Untuk Mengisi Penuh Baterai Hp Anda,Ni magic betul. Serius.dicipta oleh nur syazwina syukrina zurinapelajar universiti. Coba kirim ke 4 grup dan battery anda akan penuh 100%.
17-Nov-17,Lowongan Magang Di Panti Sosial Bina Remaja Taruna Jaya,"DIBUKA LOWONGAN PEKERJA HARIAN LEPAS
1. Petugas Pelayanan Sosial
2. Petugas Keamanan Kantor
3. Petugas Kebersihan Kantor
4. Petugas Mekanikal Elektrikan."
11-Oct-17,": Permen Narkoba Beredar Di Panton Labu, Aceh Utara",Just info. Permen narkoba sdah beredar di panton labu. Kemaren senin tgl 10 oktober 2017. Pihak POLSEK menyita permen tersebut di kantin koperasi sekolah MIN Panton Labu. Bagi rekan yang punya anak harap mewaspadai jajanan anak anda sekarang juga. Barang bukti tuk smntara disita POLSEK tanah Jambo Aye. Panton Labu aceh utara pihak kepolisian sdang Menyelusuri asal muasal permen ini. Tuk smntara pengelol
13-Feb-17,Tni Bergerak Ke Megamendung Untuk Menghadang Polisi Dan Lindungi Habib Rizieq,"Breaking news!:
 Ada info pasukan elit TNI bergerak ke Megamendung menghadang polisi.
 Allohu Akbar.Takbir!"
26-Jan-17,Ahok & Djarot Terlibat Perselisihan,"BreakingNews: Ahok dan Djarot terlibat perselisihan pendapat pagi tadi soal Dana Kampanye. Ahok terpancing emosi karena Djarot mewakili PDIP terus meminta uang dengan alasan kampanye door to door, padahal Ahok tahu itu tidak dilakukan PDIP.
 Menurut sumber, Ahok melemparkan gelas dan tempat tisu ke Djarot dan sempat memukul, untung dilerai pengawal pribadi kedua belah pihak. Djarot kabarnya shock dan pingsan. Kini dirawat di rumah sakit Mayapada. Semoga beliau cepat sembu"
28-Oct-16,Bagaimana Ahok Dan Djarot Memindahkan Pohon Dalam Rangka Pembangunan Semanggi,Bagaimana Ahok dan Djarot memindahkan pohon dalam rangka pembangunan Semanggi
4-Dec-15,Freeport Tidak Membuang Limbah Beracun,Freeport Tidak Membuang Limbah Beracun
24-Aug-20,Mpr Usulkan Masa Jabatan Presiden Menjadi 8 Tahun Dan Jokowi Pimpin Indonesia Sampai 2027,MPR Usulkan Masa Jabatan Presiden menjadi 8 Tahun dan Jokowi Pimpin Indonesia sampai 2027
