judul,narasi,label
Jokowi Mendapat Silver Button Karena Mencapai 100.000 Kasus Covid,Selamat pak jokowi 100k-nya,1
Berita Dari Media Daring Deutsche Welle Yang Berjudul Indonesia Akan Didera Gelombang Panas Mematikan,Waspada  http://p.dw.com/p/2ezek,1
Ratusan Warga China Yang Menetap Di Indonesia Menuju Singapura Karena Virus Corona,"Ratusan warga china yang Menetap di Indonesia tadi Pagi meninggalkan Indonesia Menuju Singapura karena situasi virus Corona yang menyerang Indonesia Mereka akan Kembali lagi jika situasi Di Indonesia Kembali normal,",1
Cnn Indonesia Buat Berita Berjudul Sertifikat Ganda Kerja Rezim Jokowi,"CNN INDONESIA

SERTIFIKAT GANDA KERJA REZIM JOKOWI
10 November 2018",1
Kalimat Terakhir Kh Maimun Zubair Sebelum Meninggal Tentang Rizieq Shihab,"kata-kata terakhir mbah Maimoen Zubair bilang sama murid2nya,
 
 *Ndok habaib itu jangan dikatai-katai, darah mereka ada darah rasulullah, habib Rizieq itu wali, jangan dimusuhi, coba saya tanya siapa yg bisa panggil 7 juta orang di monas kalo bukan wali.*",1
Foto Di Cuitan Jumlah Korban Meninggal. Oleh @Pedjoeang_Islam,"Info: Jumlah korban meninggal total 49 orang, 41 orang di masjid An-Nur, 7 orang di masjid Linwood dan 1 meninggal setelah kritis di rumah sakit. Semoga Jamaah yang Wafat dalam peristiwa ini diganjar oleh Alloh dengan sebaik-baiknya ganjaran insyaAllahHusnul Khotimah). Aaamiin",1
Minuman Red Bull Mengandung Sperma Banteng,"Energy drinks such as Red Bull have long been dogged by rumors that they contain dangerous ingredients such as artificially manufactured stimulants, and in more recent years such rumors have taken a turn towards the bizarre with claims that various brands of energy drink include bull semen or bull sperm.",1
Penyamaran Kalian Terbongkar Sudah,Penyamaran Kalian Terbongkar Sudah . Mereka ini Aslinya Militer Dari RRC Masuk Ke Indonesia Nyamar Jadi Pekerja Proyek,1
Saat Ini Pt Angkasa Pura Ii Sedang Melakukan Perekrutan Karyawan,"Dengan Hormat, Berdasarkan hasil evaluasi awal Tim Recruitment Section Department Of Human Resources Devolepment terhadap lamaran pekerjaan saudara/(i) dengan ini kami menyatakan telah memenuhi persyaratan administrasi dan kualifikasi, dan saudara/(i) berhak untuk mengikuti tahapan seleksi PT Angkasa Pura II (Persero)",1
Foto Gus Nuril Dalam Berita Kompastv Yang Berjudul Ummat Islam Curang Mereka Menggunakan Sihir Agar Peserta Aksi 212 Dari Ciamis Agar Terlihat Banyak,APA INI PERNYATAAN INTELJEN DARI PIHAK GEREJA YANG MENYUDUTKAN UMAT ISLAM ?,1
1000 Tiket Pesawat Gratis Untuk Wni Pulang Ke Tanah Air Dari Pt Angkasa Pura 1 Karena Virus Corona,"Mentri luar negeri ibu retno marsudi, memberitahukan kepada seluruh warga wni yang ada di luar negeri, agar kiranya untuk berhari akibat virus korona yang ada di china, president jokowi, memerintahkan kepada ibu retno marsudi, menteri luar negeri, untuk memulangkan wni yang ingin mau pulang sebanyak 1000 tiket gratis.",1
Pesan Berantai Ganjar Pranowo Bolehkan Warga Jawa Tengah Salat Idul Fitri,"SEMARANG, KOMPAS TV  Gubernur Jawa Tengah, memperbolehkan warga Jawa Tengah melaksanakan Salat Idul Fitri atau Ied berjamaah di masjid / lapangan pada Ahad (24/5/2020) nanti. Namun demikian ada beberapa syarat yang harus dipenuhi oleh warga ketika menunaikan salat sunat tersebut. Syarat tersebut sesuai protokol kesehatan.",1
Struk Tol Bisa Digunakan Untuk Klaim Asuransi Dan Fasilitas Derek Gratis,"impan Struk Tol Anda
 
 Saya hanya ingin memberi info yg mungkin Bapak2 & Ibu2 ada yg blm tahu tentang hal kecil yg sering kita sepelekan. Mulai skrg dan seterusnya kalo msuk dan lewat jalan tol jangan sepelekan STRUK atau KARCIS TOL atau dibuang krna kalo terjadi sesuatu di jalan tol kalo kita pegang struk tol, kita berhak mendapat asuransi atau ongkos biaya derek dgn gratis.",1
Larangan Sholat Lima Waktu Di Istana,"Pegawai dilingkungan istana mulai resah, karena sholat di masjid baiturahman tidak diperbolehkan kecuali sholat jumat.",1
Video Habib Rizieq Joged Bersama Penari Perut.,Pantes aja dia ga mao pulang2,1
Di Rusia Juga Ada Yang Bersholawat,"Di Rusia jg ada yg bersholawat,",1
Mahasiswi Unj Meninggal Karena Kehabisan Oksigen Terkena Gas Air Mata,Tazkiya Khairunissa disebut meninggal karena kehabisan oksigen akibat gas air mata,1
Mike Pompeo Tidak Temui Jokowi Tanda Kuat Bakal Wasalam,Baru tahu tadi bahwa Menteri Luar Negeri AS Mike Pompeo sabtu 4 Agustus 2018 datang ke Jakarta tapi tidak temui Presiden Jokowi,1
Seorang Mahasiswa Dari Zambia Dipukuli Sampai Meninggal,"""Seorang mahasiswa dari Zambia dibunuh oleh orang-orang Cina karena berpacaran dengan wanita Cina",1
Ktp Pelaku Bom Kampung Melayu,KTP Pelaku Bom Kampung Melayu,1
Kahmi Menyelenggarakan Deklarasi Dukungan Untuk Anies Baswedan Sebagai Capres 2019,UNDANGAN DEKLARASI DUKUNGAN KAHMI UNTUK CALON PRESIDEN ANIES,1
Penggunaan Foto Di Post Tulisan Pencak Silat Memeluk Semua Yang Mencintainya,Aku seorang perempuan. Aku berdarah Tionghoa dan papaku warga negara Singapura. Aku bertarung untuk Indonesia,1
"Kekejaman Di Uighur, Mereka Disiksa Dan Diambil Organ Tubuhnya Dengan Paksa","KEKEJAMAN DI UIGHUR, MEREKA DISIKSA DAN DIAMBIL ORGAN TUBUHNYA DENGAN PAKSA",1
Mahatir Mohammad Minta China Membongkar Semua Jalan Tol,"Mahatir Mohammad minta kepada Negara China untuk membongkar semua jalan Tol yg tidak berkualitas. Bawa semua ke China MRT, LRT, Pembangkit Listrik yg rusak semua berkualitas rendah ke Negara China dan Mahatir Mohammad mengusir semua Tenaga Kerja China serta Membuldozer 3 Kawasan Pabrik di 3 Pulau di Malaysia",1
"Pesan Fadli Zon Kepada Sby: Saya Kena Bully Setiap Hari, Masak Saya Dibilang Ikan Buntal","Pesan Fadli Zon kepada SBY: Saya Kena Bully Setiap Hari, Masak Saya Dibilang Ikan Buntal",1
Meninggalnya Husni Kamil Manik Dikaitkan Dengan Kecurangan Di Pilpres 2014,"Ketika tujuh langka terakhir meninggalkan kuburannya, maka sang Malaikat akan bertanya pada Husni Kamil Manik (HKM).",1
Pemberhentian Sementara Tunjangan Kinerja Anggota Tni,Sehubungan dengan Penyesuaian DIPA :No. 107.KRI.I.000143.2019 dengan ini menyampaikan Kepada Kapuskeu TNI bahwa Untuk Tunkin Anggota TNI Sementara diberhentikan Tmt. Bulan Agustus 2019 dikarenakan dana APBN yang dialokasikan untuk pembayaran Tunkin Anggota TNI 2019 dialokasikan Untuk dana Kontijensi 2019 untuk itu kami sampaikan kepada Kapuskeu TNI diharap maklum dan menyampaikan kepada Bensat jajaran TNI.Dumm Ttk Hbs,1
Minuman Beracun Demo 2 Desember Tak Bersianida,Minuman Beracun Demo 2 Desember Tak Bersianida,1
"Jokowi Nyatakan Jangan Keluar Rumah, Kalo Bosan Nonton Drakor Saja","JANGAN KELUAR RUMAH, KALO BOSAN NONTON DRAKOR SAJA",1
Ketua Kpu Adalah Saudara Kandung Soe Hok Gie,"Eta terangkanlah.
Arief Budiman (ketua KPU)adalah saudara kandung Soe Hoek Gie, nama lahir Arief Budiman adalah Soe Hok djin.",1
"Sekarang Pelajar Dan Mahasiswa Juga Sudah Kotor Sepatunya. Tuan, Kini Kita Sama. #Bloodyshoes","Sekarang pelajar dan mahasiswa juga sudah kotor sepatunya. Tuan, kini kita sama. #BloodyShoes",1
"600 Orang Terjangkit Difteri, Dinkes Imunisasi Masal Desember Mendatang","Dki Jakarta, Jabar. Ada 600 yang kena. RS penuh dg kondisi anak2 Difteri. 38 sdh meninggal. Jadi memang kejadian luarbiasa. Dinkes DKI Jakarta mengadakan imunisasi masal sd 11 Des. Usia 1 sd 19 tahun",1
Dokter Anti Vaksin Asal Amerika Serikat,"Dr Bernard dengan tegas menyatakan bahwa seluruh umat yang merasa tengah berada dalam perjuangan untuk menolak vaksin dengan tegas-tegasnya. Vaksin, ujarnya lebih dari mampu untuk menurunkan semangat juang seseorang. Andaikata vaksin dimasukkan ke dalam tubuh orang-orang yang sedang berperang, maka semangat tarung orang tersebut akan kendor dalam waktu singkat,",1
Ledakan Dahsyat Di Kota Wuhan Yang Disembunyikan Pemerintah China,"A powerful explosion occurred in Wuhan.The Chinese government is hiding this information.Coronavirus
 
 (Sebuah ledakan dahsyat terjadi di Wuhan. Pemerintah Cina menyembunyikan informasi ini. Koronavirus)",1
Foto Di Cuitan Ketik #Inaelectionobserversos Biar Dibantu Cyber Seluruh Dunia.,"GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019
Ketik #INAelectionObserverSOS
Biar Dibantu Cyber Seluruh Dunia.",1
Surat Pemanggilan Kapolri Jenderal Tito Karnavian Oleh Kpk,(Surat pemanggilan yang seolah dibuat oleh Komisi Pemberantasan Korupsi. Narasi yang terdapat dalam surat bisa dilihat pada gambar yang sudah diunggah.),1
Ex Napi Tahun 2005 Jadi Wagub,Drun ex napi thn 2005 jd wagub bijimana ni drun? Sahhhhh,1
Pria Bule Yang Hadir Pada Debat Pilpres Perdana Ialah Konsultan Politik Prabowo - Sandi,"Konsultan dibayar mahal Si asing yang punya kepentingan. Kok malah wowo dan uno lebih ngalor ngidul, nHoax. Debat Pilpres, ditonton seluruh rakyat Indonesia kok malah pijet pijetanjoget bak orang stresssss",1
Bpjs Tak Tanggung Jaminan Kesehatan Untuk Perokok,"Walau info yang beredar bahwa perokok tidak ditanggung bpjs.
Terlepas dari pro kontra soal rokok, setiap perokok aktif secara tidak langsung turut membantu bpjs.",1
"Golden Swalayan Jadi Klaster Baru Covid-19, Warga Wajib Lapor Rt Jika Ingin Berkunjung","Di himbau kpd seluruh warga apabila ada yg ke Golden swalayan sblum tgl 18 Mei, rings waktu 1 minggu sebelumnya agar supaya lapor ke Ketua RT masing2 dan sebaiknya melakukan isolasi mandiri di rumah dan jangan lupa pakai masker. Kalau ada gejala panas dan batuk segera di periksakan ke puskesmas.",1
Pendukung Fanatik Jokowi Meninggal Setelah Berjalan 15 Kilometer,Kpd teman2 Banser & para cebong. Cepatlah Tobat sblm ajal datang mendadak seperti ini.,1
Di Hari Raya Ini Kami Ucapkan Kepada Pemilik Wajah Di Bawah Ini,Di Hari Raya ini Kami Ucapkan kepada Pemilik Wajah di bawah ini :,1
Peresmian Patung Yesus Memberkati Oleh Jokowi,Berita Peresmian Patung Yesus Memberkati oleh Jokowi pada 23 Desember ini sengaja disembunyikan oleh media utk menjaga elektabilitas,1
Tni Bergerak Ke Megamendung Untuk Menghadang Polisi Dan Lindungi Habib Rizieq,"Breaking news!:
 Ada info pasukan elit TNI bergerak ke Megamendung menghadang polisi.
 Allohu Akbar.Takbir!",1
Banser Garis Lurus Dukung Pa Prabowo,sebut saja banser garis lurus dukung pa prabowo share tembus 7 jt,1
Info Pembagian Kursi Roda Gratis Di Palembang,"Teman teman
Kalo ada tetangga, keluarga, atau siapa pun yang berdomisili di kota Palembang dalam kategori kurang mampu, yang membutuhkan kursi roda, tongkat ketiak, tongkat tuna netra, alat bantu dengar. Silahkan mengajukan permohonan ke Dinas Sosial Kota Palembang Jl. Merdeka No. 26",1
Corona Mengganas Sudah 25 Pasien Di Bali Wafat,Kita sedih serangan virus Corona mengganas sudah 25 pasien di Bali wafat. Fak. Farmasi Univ. Ibnu Chaldun akan mlkkn kampanye pencegahan serangan virus Corona di 5 wilayah DKI. Kampanye pertama di Johar Baru 28 Maret 2020. Saat ini sdg koordinasi di DKI.,1
"Himbauan Ulama, Habaib, Kiyai, Pimpinan Pondok Pesantren Seluruh Indonesia Untuk Tidak Memilih Jokowi Presiden 2019","IMBAUAN ulama, habaib, kiyai, pimpinan pondok pesantren seluruh indonesia = untuk tidak memilih jokowi presiden 2019",1
Photograph Of A Syrian Child Sleeping Among The Graves Of His Parents,Photograph of a Syrian child sleeping among the graves of his parents,1
"Selain Jack Ma, Habib Rizieq Galang Dana Rp 500 M Lawan Corona","Masha Allah, IB HRS Sumbang Dana Untuk Pandemi Corona",1
Video Menag Dan Forum Lgbtiq Penerima Penghargaan,Kiamat makin dekat istigfhar bareng2 yuuu,1
Suntik Kb Sebabkan Kista Ovarium,"Hanya sekedar mengingatkan buat para ibu2 khususnya yg sdh punya suami,di anjurkan untuk Program KB krna menunda masa kehamilan.dn perlu ibu2 ketahui kista Ovarium ini di sebabkan dari penimbunan DARAH KOTOR(DARAH HAID)dalam jangka panjang. Kista OVARIUM ini di sebabkn dari KB suntik 3bln, di mana darah HAID tidak normal bisa di bilang berhenti total krna efek suntikkn nya.",1
Video Korban Begal Di Terminal Bratang Surabaya,Korban begal di terminal angkutan bratang surabaya,1
Rombongan Anies-Sandi Ditilang Dan Tak Miliki Izin Patwal Di Puncak Bogor,Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor,1
Klaim Hadi Pranoto Soal Covid-19,Nama Prof. Hadi Pranoto sulit sekali di cari di internet. Ada tapi sedikit sekali. Padahal sejak bulan Mei beliau sudah menemukan Antibodi Covid 19 ini. Dan sekarang Antibodi Covid 19 ini sudah terbukti menyembuhkan banyak orang. Wisma Atlet pun mendapat pasokan obat ini dan pasien terbukti sembuh.,1
Hati2 Alat Ini Sdh Di Setting Suhu 36-37Degc Olh Komunis Cina Utk Mmbunuh Para Ulama2 Kita,WASPADALAH:Hati2 Alat Ini Sdh Di Setting Suhu 36-37C Olh Komunis Cina Utk Mmbunuh Para Ulama2 Kita,1
"Sejak Indonesia Merdeka, Baru Gubernur Anies Yang Dikunjungi 40 Dubes Tanpa Diundang","Sejak Indonesia merdeka hingga sekarang, baru sekali ini seorang GUBERNUR mendapat kunjungan 40 Duta besar di dunia, tanpa di undang,",1
Polri Tidak Pernah Mengeluarkan Pernyataan Akan Mempidanakan Penerbit Al Quran,Polri Tidak Pernah Mengeluarkan Pernyataan Akan Mempidanakan Penerbit Al Quran,1
"Video Kapal Tenggelam Di Perairan Kangean, Jawa Timur",Mohon Doanya Bagi Para Penumpang Di Kapal Tenggelam. Lokasi Kejadian Di Dekat Pulau Kangean Madura Jatim. Yaa Rabb Selamatkanlah Mereka Dari Musibah,1
Sms Dukungan Buat Jokowi Di Pilpres 2019,"MUI mengajak semua ummat bersatu mendukung Jokowi pada pilpres 2019,",1
Permen Susu Mengandung Pcc,"Mohon perhatian untuk yang punya anak2 sekolah, Di informasikan bahwa telah beredar permen Susu mengandung PCC Dan sudah beredar di ambarawa sasarannya adalah sekolah2 Dan di jual Rp. 2.000 per 1 renteng.
 Mohon di share di group2 yg ada, untuk tingkatkan kewaspadaan dan proteksi generasi penerus bangsa. Terimakasih kepada yang sudah mau bantu share Tuhan berkati kita semua :)",1
"Kutuk Kapal China Pembuang Abk, Gp Ansor Akan Kirim Angkatan Laut Banser",Ayo. kirim pasukan tenggelamkan! GP Ansor Kutuk Kapal China Pembuang ABK Meninggal ke laut: Ini Tindakan Kami akan kirim Angkatan laut banser Walaupun dngn senjata pelepah pisang,1
Kapolres Solok Kota Sebut Polri Diberi Porsi Terdepan Dan Teratas Dalam Menjaga Keamanan Nasional,PDIP TERUS MELAKUKAN REFORMASI TERHADAP TNI. JOKOWI AKAN MEMBERIKAN PORSI KEPADA POLRI TERDEPAN DAN TERATAS DALAM MENJAGA KEAMANAN NASIONAL NEGARA,1
Pemutihan Sim Yang Sudah Mati Tanpa Mengulang Tes,"Pemutihan SIM Yang Sudah Mati dan Buat SIM baru, Berlaku Mulai Tanggal 25 Agustus 2019, Tolong Di Bantu Share Ya, Agar Yang Memiliki SIM Mati Bisa Di Perbarui Tanpa Mengulang Tes Lagi, Berlaku Seluruh Indonesia.",1
": Iran : Kami Siap Kirim Tentara Bantu Indonesia, Kalau Demo 212 Berbuat Makar","IRAN: kami siap kirim tentara bantu INDONESIA, kalau demo 212 berbuat MAKAR",1
Video Planet Nibiru | Video Of Planet Nibiru,"Sesi Facebook live yang sudah selesai tersebut dibuat dengan cara mengulang (loop) video dengan durasi 21 detik menggunakan sumber yang sebelumnya sudah beredar di Internet, salah satunya di Youtube di tautan ini: https://goo.gl/ebNMBm, mengenai teori konspirasi Planet Nibiru.",1
@Ratnaspaet: Masih Mau 2 Periode?,Masih mau 2 Periode? Pakai akal pikiranmu  Gugah hari Nuranimu. Cc: @jokowi,1
Jokowi Angkat Bicara Terkait Demo Massa #2019Gantipresiden Di Depan Toko Markobar,"Demo silahkan, tapi mbok yang pinter dikit.",1
Demonstran Tewas Di Cekik Aparat,"Demonstran tewas di cekik aparat,
 sdh minta ampun masih ditekan tulang punggung & lehernya dan tangan ditarik ke belakang hingga akhirnya tewas
 Viralkan agar pelaku diproses sesuai hukum yg berlaku",1
Ruslan Buton Dipecat Dari Tni Karena Tolak Tka China,"Jadi Ruslan itu pada 2017, dia tangkap TKA China yang di Maluku Utara, orang China bawa visa turis bekerja di perusahaan pertambangan. Nggak usah ku kasih tau lah PT-nya. Dia tangkap karena dia komandan di daerah sana,",1
Tangkapan Layar Chat Whatsapp Akbp Dwi Asmoro,"Penyusup kemaren ternyata Buzzer jokowi ia mengaku digaji 3,2 juta/bulan Dan polisi pun pura pura baik pada TNI
 Kebongkar ocehan Dwi asmoro dan lagi lagi dalang nya adalah Wiranto ,Tito CS",1
"Tiba Di Den Haag, Prabowo Ajukan Gugatan Ke Mahkamah Internasional Mma-Ufc","Tiba di Den Haag, Prabowo ajukan gugatan ke Mahkamah Internasional MMA-UFC",1
Peserta Pesta Bugil Di Pantai Dimakan Piranha,"Naudzubillah minzalik.
 Mereka berencana mengadakan konsert party BugiL disuatu pantai di bulan Ramadhan malah terjadilah bencana.
 Hanya dengan Allah kirimkan Satu ekor IKAN saja. Mereka semua hampir habis dilahap oleh ikan tersebut.
 SEMOGA MENJADI SATU AJARAN BUAT DIRI QT SENDIRI. AMINN.",1
Terjadi Pembegalan Di Jalan Bango Cilandak,Hati hati lewat jln baru tol sekitaran jlnn bango cilandak jam3sore ada begal ini korban ny.tetangga gw.,1
Diy Menjadi Daerah Percontohan Untuk New Normal,"KABAR GEMBIRA DIY Dari keterangan Humas Satgas Covid-19 Prov. DIY. Kenapa DIY menjadi percontohan untuk new normal, karena sebenarnya Masyarakat DIY Sadar betul dengan bahaya pandemi ini, disiplin dan kepatuhan masih tinggi bila dibanding dgn daerah lain, tingkat kesembuhan tinggi, kasus meninggal relatif sedikit itupun krn ada penyakit penyerta dan sudah lanjut usianya, kasus positif relatif pasif dan yg sudah terjadi penularan murni dari luar, importir",1
Rina Nose: Hidup Cuman Modal Amplop Gak Usah Sombong,"YA ALLAH TAMBAH MENJADI JADI SOMBONGNYA ANAK INI TERHADAP ULAMA YANG MEMBERI DIA NASEHAT.
Ditegur Ust Abdul Shomad, Rina Nose : Hidup Cuman Modal Amplop Gak Usah Sombong.


",1
Pesilat Pagar Nusa Purbalingga Meninggal Karena Atraksi Pemecahan Batu Bata Di Atas Kepala Menggunakan Palu,Akhirnya meninggal saudara membuktikan bahwa kepala fungsinya buat mikir bukan utk dipalu nyalahi kodrat (Pagarnusa Indonesia Kabupaten Purbalingga).,1
Video Karyawan Yang Sedang Menyortir Atau Memasukkan Masker Tiga Ply Dengan Merek Solida,Peringatan semua orang masker solida jangan dibeli bekas orang pakai,1
Tidak Ada Hadiah Sepeda Buat Mu Nak,Tidak ada hadiah sepeda buat mu nak,1
"Pembegalan Di Simpang Sei Sikambing, Medan",BEGAL beraksi. Dalam oprasinya BEGAL Merampas Sepeda Motor korban. Sementara dari hasil kejadian satu Dibunuh.,1
Cawagub Jateng Taj Yasin Minta Sumbangan Pesta Rakyat Kemenangan Pasangan Ganjar-Yasin,"Kepada seluruh masyarakat Jawa Tengah, saya Taj yasin gus yasin tidak pernah mengajak masyarakat untuk pesta rakyat dan menggalang dana.",1
Racun Vaksin Apa Yg Kalian Tebarkan,Racun Vaksin apa yg kalian tebarkan untuk Generasi pembenteng Negeri kami,1
Jusuf Kalla Minta Jangan Beri Bunga Kepada Anies Sandi,"Jangan salah ya Jusuf Kalla ini salah satu pelindung Anies.
 Dia penggemar Zakir Naik.
 Kalau di film2, julukannya Musuh dalam Selimut",1
Merokok Menghadang Virus Corona Masuk Ke Paru-Paru,"Bahwa kandungan nikotin rokok menempel di paru-paru yang dimana,virus yang masuk ke paru-paru lewat udara dapat terhalang karena adanya nikotin rokok tersebut,Makanya saat ini wabah virus corona yang menyerang ke negara-negara besar kebanyakan orang yang terdampak virus tersebut dan meninggal dunia di karenakan tidak ada nikotin yang menyelimuti paru-paru mereka,Walau pun kita tahu nikotin tersebut juga merusak paru-paru tetapi dalam jangka waktu lama dan panjang,sedangkan virus corona ini merusak paru-paru kita dalam hanya beberapa hari saja,jadi pernyataan merokok ini sudah di angkat di mesir dan sekarang penduduk mesir sudah melakukan prakteknya dan virus corona di mesir sudah bisa di tanggulangi karena mereka merokok sesuai anjuran Dr. Prof. Ali Bolgana seorang Dr. yang ahli dalam mencegah kerusakan paru-paru.",1
Foto Polisi Masjid,"Alhamdulillah, akhirnya polisi Back to Masjid
 Gitu dong! Coba dari dulu. Gak bakalan tuh ada kasus Buku Merah, beking tempat maksiat, dll.
 Semoga anggota polisi yang muslim jadi makin paham syariat. Mengawasi yang wudhunya ga bener di masjid. Mantau juga yang suka maling sendal, syukur sykur bisa jagain masjid n jadi muadzin kalo ga ada yg adzan. Oya, ada yang ketinggal, yang ini penting bangeut. PASTIKAN POLISI MASJID TERSEBUT AGAMANYA ISLAM.",1
Foto Penguburan Jenazah Ibu Kandung Presiden Joko Widodo Meninggal Dunia Karena Serangan Virus Corona,"Jenazah ibu Hj. Sudjiatmi sengaja tidak di Shalati dan tidak di mandikan dan tidak boleh di layat oleh siapapun karena Sudjiatmi meninggal dunia akibat Serangan Virus Corona. Disaat penguburan, Peti mati Sudjiatmi di lempar begitu saja di dalam lobang kubur, agar Si pengubur Jenazah tidak tertular Virus Corona jenis Covid-19",1
Syukuran Jokowi 2 P,"Syukuran Jokowi 2 p, tnp kamera ,bawa bekal sendiri, kompak, salam Jokowi",1
Kasatlantas Polres Bandara Soekarno-Hatta Beri Bantahan Terkait Kabar Wanita Terjepit Bus Damri,Ibu Hamil terjepit di Shuttle TOD M1 Bandara Soetta. Korban yang tidak diketahui namanya tengah berjalan kaki hendak pulang kerja namun saat di Shuttle korban tidak mengetahui ada mobil Bus lewat dan akhirnya si Ibu hamil tersebut terjepit hingga pingsan. Siapa yang harus bertanggung jawab ini.,1
Arab Saudi Mengadakan Perayaan Maulid Nabi,"(Sebuah video yang menunjukkan Ustad Abdul Somad sedang ceramah, dalam ceramahnya mengaku baru menerima telepon dari kerabatnya di Saudi dan menyebutkan jika pemerintah Saudi tengah mengadakan perayaan Maulid Nabi).

PENJELASAN

",1
Polisi Sebut Foto Mahasiswa Papua Di Surabaya Tewas Dipukuli Hoaks,HOAX atau TIDAK BENAR,1
Tangkapan Layar Post Di Page Antaranews Hasil Suntingan,"Khusus buat pasangan Mardani Ali Sera dan Neno Warisman Keselek, ini pak Wagub nantang lho. Berani gak?",1
"Who : Merokok, Salah Satu Solusi Pencegahan Covid-19.","1. Di Indonesia, selain 60% dari rokok yang kita hisap adalah pajak untuk negara, ternyata perokok tidak disukai Covid-19.
 2. dibalik semua kontroversi rokok ternyata kebiasaan merokok tersebut merupakan salah satu solusi dari WHO untuk antisipasi Covid-19.",1
"Ini Bukan Love Saudaraku, Ini Salib","Ini bukan love saudaraku, ini salib.
 Berhati-hatilah di zaman now ini, dan ingatkan saudara kita yang lainnya.",1
Dermaga Bemata Dajjal Hancur Diterpa Gempa Serta Tsunami Di Palu Dan Donggala,Tanpa kita sadari ternyata di sulawesi barat (Palu) telah dibangun dermaga pantai bermata Dajjal,1
Penyalahgunakan Nama Cnn Indonesia Dalam Beberapa Telegram Chat,Penyalahgunakan Nama CNN Indonesia Dalam Beberapa Telegram Chat,1
: Patung Brung Garuda Disertai Pancasila Dalam Tulisan Cina,Patung Brung Garuda Disertai Pancasila Dalam Tulisan Cina,1
Kitab Yang Di Berikan Ke Si Cewe Di Film The Santri Ternyata Kitab Qurrotul Uyun,"Santri pacaran di hutan njuk yang di baca kitab Qurrotul uyun. Walaah iki maksud e priben?
 Pacaran njuk belajar ANU. Tata cara ANU Mulai ciuman sampai ANU. Sumpah saya baru ngeh kitab yang di berikan ke si cewe ternyata Qurrotul uyun.
 Ajur Jum Jum
 #BoikotFilmTheSantri",1
Bandara Soekarno Hatta Akan Dijual Kepada Hongkong,"Bandara kertajati di majalengka punya cina
 Skrg bandara soetta mau di jual lg ke hongkong ?
 Mau jd apa ya allah negara ini",1
Foto Ribuan Demonstran Berkumpul Di Istiqlal,Foto Ribuan Demonstran Berkumpul di Istiqlal,1
Tenang Pak Anies Baswedan Kita Masih Punya Medsos,"Kamera se abrek abrek, tak masuk televisi pun

Tenang pak Anies Baswedan. kita masih punya medsos",1
Asap Rokok Sebabkan Kematian Bayi Mendadak,"I really hate smokers!
Ntr klo ada acara di rumah buat tanda No Smoking besar2?",1
"Adeku Di Tilang Di Toko Samarinda Central Plaza, Bayar 250K Gara2 Masker Di Dagu","Adeku di tilang di toko, bayar 250k gara2 masker di dagu.parah heh wkk",1
Ratusan Ton Narkoba Yang Masuk Ke Indonesia Untuk Pembiayaan Teroris,"FAHAM KAN MAKSUD DARI RATUSAN TON NARKOBA YG DATANG DARI CHINA. #2019GANTIPRESIDEN,",1
Buka Puasa Di Jalanan Kota London Inggris,"Buka puasa dijalanan kota London diadakan warga muslim di Inggris. Ini Foto buka puasa dijalanan kota london, inggris, pemandangan luar biasa ini semoga banyak penduduk barat yang tertarik mempelajari dan memeluk islam.",1
Info Rekrutmen Cpns 2018,"Pemerintah akan membuka penerimaan CPNS Daerah Tahun 2018 sebayak 200.000. Tenaga Guru (SD, SMP, SMU/SMK) sebanyak 100.000 orang; Tenaga Kesehatan (Dokter, Bidan, Perawat, dll) sebanyak 50.000 orang; Tenaga lainnya sebanyak 50.000 orang.",1
Kader Pdi Perjuangan Membuat Puisi Yang Terkesan Mendeskreditkan Islam,"Satu lagi nih muncul!
 
 Ya Allah
 Kiamat itu semakin dekat
 Tanda-tandanya bermunculan tiap hari",1
Video Produksi Beras Plastik,Sereem iiiiih beras dari kantong plastik.penjahat bnget nieeh orng.,1
Gus Sholah Mendukung Prabowo,"TAAT KOMANDO ULAMA
COBLOS 02 PRABOWO SANDI
-INDONESIA ADIL MAKMUR-",1
Di Jerman Negara Eropa Saja Menghargai Waktu Adzan,Maa Syaa Allahdi jerman Negara Eropa saja menghargai waktu Adzan . di Indonesia waktu Adzan masih saja membunyikan musik atau TV dengan volume yang keras baik di pasar di Mall ataupun di rumah . Menyedihkan,1
Petugas Tewas Tersetrum Ketika Melakukan Perbaikan Listrik,KECAMATAN PEDURUNGAN,1
Dwayne The Rock Johnson Meninggal Saat Syuting,Dwayne The Rock Johnson meninggal dunia di usianya yang ke-47 tahun setelah gagal melakukan aksinya.,1
Ledakan Bensin Karena Dering Ponsel,"Kejadian di Sukoharjo
 Ketika mau ngisi bensin, HP yg ada di Jok Sepeda berdering ada nada panggil
 ahirnya Buuuuuuom
 Pelajaran untk kita semua",1
Penambahan Peserta Skb Cpns 2020 Kemendes Pdtt,Penambahan Peserta SKB CPNS 2020 Kemendes PDTT,1
