tanggal,judul,narasi,label
28-Oct-18,Klarifikasi Dahnil Anzar Terkait E-Mail Skenario Coklat1,"Iya itu fitnah dan hoaks. Namanya itu kill the messenger, berusaha membunuh nama baik saya dan kemudian yang jelas itu hoaks, fitnah. Yang jelas saya minta polisi menangkap",0
29-May-20,Akun Whatsapp Kepala Dinkes Kota Bengkulu Meminta Transfer Uang,Akun Whatsapp Kepala Dinkes Kota Bengkulu Meminta Transfer Uang,1
16-Mar-20,Update Status Terkait Penutupan Beberapa Destinasi Wisata Di Diy,"Kita sudah komunikasikan dengan Kementerian BUMN dan sesuai dengan ajakan Presiden Jokowi, bahwa TWC akan berlakukan penutupan bagi pengunjung,",0
24-Oct-19,Penjelasan Bmkg Soal Isu Cuaca Panas Extreme Yang Melanda Indonesia,"Seperti yang telah disampaikan BMKG, bahwa saat ini Indonesia dilanda suhu Panas, bukan gelombang panas. Fenomena gelombang panas tidak terjadi di Indonesia.",1
24-Nov-17,Rina Nose: Hidup Cuman Modal Amplop Gak Usah Sombong,"YA ALLAH TAMBAH MENJADI JADI SOMBONGNYA ANAK INI TERHADAP ULAMA YANG MEMBERI DIA NASEHAT. Ditegur Ust Abdul Shomad, Rina Nose : Hidup Cuman Modal Amplop Gak Usah Sombong.",1
15-Jul-18,Tgb Ialah Adik Ipar Luhut Binsar Pandjaitan,"Istri saya memang bermarga Panjaitan,",1
09-Okt-18,Kepolisian Tepis Isu Penyerangan Oleh Warga Rumpin Bogor,Infonya 7 desa dari rumpin mo ada penyerangan .,0
24-Oct-19,"Akhirnya Tabir Kebenaran Terbuka, Pengakuan Seorang Jk","Pengakuan jujur Jusuf Kalla terhadap keberhasilan Joko Widodo dalam mengelolah negara, sehingga Indonesia perlahan lolos dari beban utang peninggalan era Soeharto dan masa SBY, yang telah membuat Indonesia harus menanggung utang hingga Rp. 6000 triliun dengan dalih subsidi, yang hanya memperkaya dirinya sendiri dan konco-konconya; silahkan membaca tulisan berikut sampai selesai, agar kita paham mengapa kini Indonesia perlahan menjadi negara hebat di Asia dalam kurun waktu yang tidak terlalu lama di era Joko Widodo.",1
13-Dec-18,Balada Kaleng Krupuk 2 Minggu Tdk Laku,Balada kaleng krupuk 2 minggu tdk laku Krupuknya mlempem kayak orangnya.,1
24-Oct-19,"Ahok Datang, Gedung Dpr/Mpr Tiba-Tiba Bau Taik!","Ahok datang, gedung DPR/MPR tiba-tiba bau taik,",1
11-Mar-19,"Program Percetakan Alquran Dihentikan, Mantan Menag Menangis","SETELAH JOKOWI MENANG,PEMERINTAH CHINA MEMERINTAHKAN KEPADA PEJABAT INDOCHINA MELALUI PARTAI PDIP, PSI, PERINDO, PARTAI GARUDA, PARTAI HANURA, AGAR SEGERA MEMBATASI KEPEMILIKAN ALQURAN PADA TIAP TIAP WARGA NEGARA AGAR PEMUSNAHAN ISLAM SEMAKIN CEPAT TERCAPAI,KARENA HAL TSB SANGAT MENGGANGGU KEPENTINGAN POLITIK CHINA DI INDONESIA",1
4-Jun-17,Amien Rais: Uang Korupsi Yang Saya Terima Hanya 600 Juta,"Amien Rais : Uang Korupsi Yang Saya Terima Hanya 600 Juta, Saya Berharap Rakyat Bisa Memaafkan",1
27-Feb-20,Pesan Undian Berhadiah Dari Pt Pertamina,Info resmi KANTOR PUSAT PT.PERTAMINA (Persero) M-ngucapkan SELAMAT! Anda Mendapatkan Hadiah Rp. 100juta PIN-(27dd45) U/info klik Bit.ly/promo2020-pertamina,1
22-Dec-18,Penyamaran Kalian Terbongkar Sudah,Penyamaran Kalian Terbongkar Sudah . Mereka ini Aslinya Militer Dari RRC Masuk Ke Indonesia Nyamar Jadi Pekerja Proyek,1
9-Jul-19,Terb0Ngkar Kenapa C1.N@ P.K! Ingin Beli Semua Tanah Strategi Diindonesia,GAWATTT! TERB0NGKAR KENAPA C1.N@ P.K! INGIN BELI SEMUA TANAH STRATEGI DIINDONESIA,1
6-Dec-19,Kerajaan Arab Saudi Tetapkan: Hrs Keturunan Rasulullah Saw Ke-38,"Imam Besar Ummat Islam Assayyid Ad-Dai ilallaah Al-arifbillaah Habib Muhammad Rizieq Shihab dinyatakan & ditetapkan oleh Pemerintahan Arab Saudi melalui Juru Bicara Kerajaan Raja Salman, beliau HRS ditetapkan sebagai *Keturunan Habiballaah Rasulullah Muhammad SAW ke- 38.*",1
18-Dec-16,Indonesia Tidak Ikut Aliansi Negara Islam Menyaingi Nato,MenyedihkanINDONESIA sbg negara mayoritas muslim terbesar di dunia tdk ikut dlm koalisi tentara islam dunia menyaingi NATO nya kafir.pdhl 34 negara sdh bergabung termasuk malaysia di dalamnyamemalukan,0
21-Mar-17,Anies Menuduh Ahok Menyabotase Lift,Portal dari tersebut memuat berita dengan headline Anies: Ada Percobaan Pembunuhan oleh Ahok terhadap saya dalam kasus jatuhnya lift. Isi dari berita tersebut menyebutkan Anies Baswedan menuduh Basuki Tjahaja Purnama ingin membunuhnya dengan menyabotase lift di Blok M Square.,1
14-Jul-17,Penyalahgunakan Nama Cnn Indonesia Dalam Beberapa Telegram Chat,Penyalahgunakan Nama CNN Indonesia Dalam Beberapa Telegram Chat,1
22-Jan-19,"Muncul Pesan Berantai Akan Terjadi Perang Susulan Ambon Vs Lsm Merah Putih, Pihak Kepolisian Nyatakan Kondisi Lapangan Kondusif","Kabid Humas Polda Metro Jaya, Kombes Pol Argo Yuwono: Hoaks itu. Tidak ada perang atau tawuran seperti yang disebutkan di pesan berantai itu,",0
26-Jul-20,Bis Terperosok Ke Sungai Di Km 76 Cikopo,Km 76 Cikopo,1
17-Mar-20,"Mengonsumsi Pisang Dalam Sehari, Membuat Virus Corona Pergi","mengonsumsi pisang sehari, membuat virus corona pergi",1
15-Oct-17,Kesediaan Umat Islam Melakukan Doa Untuk Warga Jayapura,Mhon kesediaannya sbg umat Muslim melakukan doa untuk sodara2 kita di Jayapura. Dalam upaya penolakan terhadap pemda manokwari yang menetapkan Manokwari sebagai kota INJIL & melarang :.,0
19-Sep-18,Kemenkeu Tidak Memblokir Rekening Ruben Ps Marvey Yang Berisikan Dana Bantuan Pembangunan Papua,"Ratna Sarumpaet menuding pemerintah telah melakukan pemblokiran terhadap rekening salah seorang warga asal Papua. Tudingan itu berasal dari laporan Ruben PS Marey yang mendatangi Ratna Sarumpaet Crisis Center (RSCC). Ruben mengaku simpanan dana dari World Bank sebesar Rp23,9 triliun untuk pembangunan Papua yang tersimpan di rekening pribadinya sejak 2016 telah hilang.",0
11-Sep-19,Pemerintah Indonesia Bantah Sebagai Penyebab Tunggal Asap Kebakaran Hutan Dan Lahan Di Malaysia,"Pemberitaan media di Malaysia menyebutkan bahwa asap tebal yang tengah mengepung negara mereka berasal dari Indonesia. Menanggapi hal tersebut, pihak Pemerintah Indonesia memberikan bantahannya. Badan Metereologi Klimatologi dan Geofisika (BMKG) membantah asap yang menyelimuti wilayah Sarawak, Malaysia, berasal dari kebakaran hutan dan lahan di Indonesia. Asap yang muncul di wilayah tersebut diduga berasal dari local hotspot.",0
21-Agu-18,Klarifikasi Terkait Informasi Pihak Kepolisian Akan Bubarkan Warga Yang Salat Idul Adha Di Jembatan Ampera,"Beredar informasi di media sosial yang menyebutkan bahwa Kasatlantas Polresta Palembang, Andi Baso Rahman, akan membubarkan warga yang salat Idul Adha di Jembatan Ampera, Palembang, Sumatera Selatan.",0
24-Apr-20,Gubernur Sumut Instruksikan Seluruh Masjid Buka Pintu Selapang Lapangnya Untuk Orang Ibadah,"Gubernur SUMUT instruksikan Seluruh MASJID buka pintu selapang lapangnya untuk orang ibadahjangan kosongkan masjid. klw perlu ajak dzikir bersama-sama.Hidup dan mati itu kehendak AllahMati sedang shlat, mati sedang berdzikir, mati sedang ibadah lebih baik ketimbang mati mengurung diri tanpa ibadah -Edi Rahmayadi (Gubernur Sumatera Utara) -",1
1-Mar-18,Admin Mca Sebelum Tertangkap Polisi Lagi Menikmati Makan Bareng @Fadlizon @Prabowo,Ternyata oh ternyata.Ini aktor d balik semua isu itu. Admin MCA sebelum Tertangkap Polisi lagi menikmati makan bareng @fadlizon @prabowo . http://m.facebook.com/story.php?story_fbid=221814988396342&id=100017035269405 Cc @Bellanegoro @dukungnkri @el_jojoel @hansjedi671 @P3nj3l4j4h,1
16-Nov-17,Fake News Becomes A Business Model: Researchers,Fake news becomes a business model: researchers,0
29-Sep-17,Jokowi Dikatakan Seperti Anak Kecil Dan Bodoh Oleh Media Luar,Jokowi dikatakan seperti anak kecil dan bodoh oleh media luar.,1
26-Nov-16,Mengapa Kita Menyukai Hoax Atau Kabar Bohong?,"Mengapa kita menyukai hoax atau kabar bohong? Riset yang dilakukan oleh Robert Feldman, psikolog dari University of Massachusetts menunjukkan bahwa kebohongan memiliki keterkaitan dengan kepercayaan diri. Saat kepercayaan diri kita terancam seseorang akan dengan mudah berbohong. Riset Feldman ini dimuat dalam Journal of basic and Applied Psychology. Setidaknya 60 persen dari orang yang diriset oleh Feldman ini berbohong dalam setiap perbincangan yang dilakukan. Hal serupa juga terjadi pada internet, kita kerap menambahi kabar yang belum pasti dengan kebohongan sehingga menghasilkan hoax berantai",0
6-Apr-18,Benarkah Menteri Susi Sediakan 20 Bus Untuk Aksi 411 Atau 212?,Tirto langsung menghubungi Susi dan bertanya benarkah ia menyewakan bus untuk rombongan peserta Aksi 212 atau 411 dari Ciamis atau Pangandaran. Jawaban Susi singkat dan jelas: Tidak.,0
28-Sep-19,"Kemenag Akan Hapus Materi Perang Uhud, Badar, Dan Sebagainya Dari Kurikulum Madrasah",ASTAGHFIRULLAH HAL ADZHIIIM. Pak Mentri ini mau gimana sihhh.Tak perlu hapus segala [pelajaran] sejarah perang Rosulullah dan peperangan dalam Islam lainnya. Justru sejarah perang Islam utu penting disosialisasikan agar umat manusia makin tahu tentang Islam yang terbuka toleransi dengan ikon Islam. Apakah anda beranggapan bahwa islam mengajarkan TERORISME,1
27-Mar-19,Lengan Kanan Dekap Lengan Kiri,Mohon tangapanya melihat org ini sholat dgn cara yg tdk lazim dan salah .orang ini berarti islamnya.,1
15-Jun-18,Penghina Habib Rizieq Tewas Terkena Azab,"mati dalam kehinaan, mati membusuk 7 hari",1
29-Apr-19,"Dituding Tawarkan Pekerjaan Ke Peretas Situs Kpu, Polri Beri Bantahan","Kepala Biro Penerangan Masyarakat Divisi Humas Polri, Brigadir Jenderan Dedi Prasetyo: Ada beredar simpang siur, tapi kami sudah sampaikan itu tidak benar. Ada informasi katanya pemuda tersebut direkrut, saya sudah tanya. Siap, tidak benar itu komandan,",0
16-Dec-16,Bahaya Tanaman Penyebab Leukimia,Yang WA ini teman saya juga dokter. BAHAYA PENYAKIT LEUKIMIA ! Adik ipar saya umur 31 tahun baru meninggal semalam disebabkan oleh Leukimia. Almarhum semasa hidupnya meneliti untuk gelar Master in Botanical di kampus USM mengkaji sejenis tumbuhan ini. Rekan satu tim research beliau sudah meninggal setahun yang lalu mengidap penyakit leukimia juga. Almarhum dapat bertahan hingga semalam. Memang hasil penelitiannya telah disahkan oleh pihak kampus USM dan pihak Kementrian Kesehatan bahwa Leukimia itu dapat ditimbulkan dari tumbuhan tersebut. Jadi cerita D Hizzad Bole penyebab kanker darah (Leukimia) ternyata terbukti.,1
24-Aug-20,Akhirnya Tertangkap Juga 3 Pelaku Pembunuhan Modus Operandi Gantung Diri Terhadap Babinsa,"Apresiasi keberhasilan pengungkapan tindak pidana pembunuhan terencana ini. Kalo sudah TNI POLRI gabung. Dalam lubang semutpun kalian bersembunyi akan di gali. Rasa kan kalian hukuman pembunuhan berencana terhadap penjaga keamanan negara dan rakyat Indonesia. Alhmdulillah Akhirnya Tertangkap juga. Pelaku Pembunuhan dgn Modus Operandi Gantung diri terhadap SERDA RUSDI, BABINSA KORAMIL 1413/05 KABAENA, KODIM 1413/BUTON, Provinsi Sulawesi Tenggara telah Tertangkap oleh Gabungan TNI POLRI. Pelaku Pembunuhan Berjumlah 3 Orang, untuk Penyebab terjadinya Pembunuhan terhadap SERDA RUSDI, masih didalami lebih lanjut. HIPAKAD Povinsi Kalimantan Tengah Turut berduka Cita semoga arwah beliau di lapangkan.",1
31-Mar-20,"Efek Kejut Ciri Khas Gubernur, Angka Mayat Di Mark-Up",APAKAH INI EFEK KEJUT YG TERBARU ? INI CIRI KHAS GUBERNUR GUE! NTAR YG DIPECATPARA PENGGALI KUBUR YG SALAH KASI INFORMASI. ANGKA MAYAT AZA BERANI DI MARK-UP GAK ADA KAPOK2-NYA. KURANG APA.COBA !,1
23-Apr-18,Akun Facebook Mustofa Nahrawardaya Yang Asli Menayangkan Foto Yang Dianggap Mesra Antara Fadli Zon Dan Resiya Syafitri Dengan Tuduhan Perselingkuhan,"Beredar kabar pesan berantai perselingkuhan antara FZ dan RS seseorang petinggi PARTAI GERINDRA ? Berdasarkan sumber yang diperoleh dari seseorang di internal partai gerindra yang sudah tidak loyal kepada PRABOWO membeberkan adanya SKANDAL Perselingkuhan antara Wakil Ketua Umum Partai Gerindra, FADLI ZON dan RESIYA SYAFRI (Mantan Wakil Bendahara Umum) Partai Gerindra. Tampilan dan Parasnya yang anggun membuat Resiya Syafri sering menjual tubuh cantiknya ke beberapa tokoh penting di internal PARTAI GERINDRA . Selain itu ada informasi dari internal partai,RESIYA SYAFRI juga sering menjadi teman tidur Ketua Bidang Analisa dan Pengembangan Potensi Kader yaitu Benny Pangbin . Diketahui Resiya Syafri Sebenarnya sudah mempunyai suami bernama RIO WAHENDRA dan dikaruniai 1 orang anak bernama Rayya Annisa Camilia Wahendra.Dengan modal tubuh seksi dan paras yang cantik Resiya Syafri mendapatkan banyak keuntungan seperti dapat membeli barang-barang mewah serta jalan jalan keluar negeri. Sangat disayangkan adanya SKANDAL wanita yang bisa menurunkan marwah PARTAI GERINDRA tersebut. Pihak Pihak yang disebut wajib memberikan klarifikasi ke Publik,",1
26-Apr-19,Cokelat Mermaid Memakan Korban,Untuk yg punya ANAK-ANAK KECIL DIRUMAH ! Ati* jajanan PERMEN-COKLATMEMATIKAN! Korban tonggo kampung,0
30-Jul-20,Rupanya Cebong Semua Masuk Rumah Sakit Jiwa,"Pantas klu cebong ganggu tempat ibadah umat islam, dan merusak alquran di bilang sakit jiwa. Rupanya cebong semua masuk rumah sakit jiwa",1
14-Mar-20,Pemkot Depok Batalkan Acara Olahraga #Depokaman,"Semua dibatalkan karena ada memang masukan dari sekeliling kita. Walaupun kita menyatakan tidak ada penyebaran virus di Kota Depok antara Pasien satu, dua dan tiga, tapi untuk kemaslahatan bersama kita batalkan,",0
14-May-19,Bangunkan Saudara2Mu #Rakyattahukaliancurang,Mahasiswa trisakti dan jayabaya sudah mulai jalan td malam.tdk diliput oleh tv Alhamdulillah adinda sdh bangun dari tidur syantik. Bangunkan saudara2mu. #RakyatTahuKalianCurang,1
23-Jul-20,Biarkan Pribumi Yang Bekerja,BIARKAN PRIBUMI YANG BEKERJA,1
3-May-20,Aamir Khan Mendonasikan 1Kg Tepung Dan 15000 Rupee Kepada Warga Yang Membutuhkan Di Masa Lockdown,Aamir Khan mendonasikan masing-masing 1Kg tepung dan 15000 rupee kepada warga yang membutuhkan di masa lockdown ini,1
18-Jul-18,Metodologi Perang Informasi,Memerangi HOAX konteksnya bukan pro Jokowi atau anti Jokowi,0
21-Agu-18,Klarifikasi Terkait Informasi Pihak Kepolisian Akan Bubarkan Warga Yang Salat Idul Adha Di Jembatan Ampera,"Beredar informasi di media sosial yang menyebutkan bahwa Kasatlantas Polresta Palembang, Andi Baso Rahman, akan membubarkan warga yang salat Idul Adha di Jembatan Ampera, Palembang, Sumatera Selatan.",0
20-Jan-17,"Indikasi Antraks Muncul Di Kulonprogo, 16 Orang Terjangkit",Tolong jangan ke daerah godean dan RSUP dr.Sardjito dulu ya karena kita bisa tidak sngaja terhirup spora bakteri anthrax yaitu Bacillus antharaxis,1
14-Oct-19,Susunan Kabinet Ii Jokowi-Amin,Berikut Susunan Kabinet II Jokowi-Amin yang baru saja #NgafeBisnis terima : KOMPOSISI IDEAL KABINET KERJA JILID II PERIODE 2019-2024 Presiden RI: Ir. H. Joko Widodo Wakil Presiden RI: Prof. Dr (HC) KH. Maruf Amin MENTERI KOORDINATOR 1. Menteri Koordinator Bidang Polhukam : Luhut Binsar Pandjaitan 2. Menteri Koordinator Bidang Perekonomian: Sri Mulyani,1
6-Aug-16,Google Maps Tak Cantumkan Negara Palestina,"Tak pernah ada label Palestina di Google Maps, ujar seorang juru bicara Google dalam sebuah pernyataan yang dirangkum KompasTekno dari Fortune, Jumat (12/8/2016).",0
18-Jan-18,Bahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin,Bahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin,0
13-Apr-18,Kpk Bantah Mengusulkan Pemilihan Kepala Daerah Melalui Dprd,"Kami tegaskan hal tersebut tidak benar. KPK tidak pernah menyimpulkan, apalagi mengusulkan, agar kepala daerah dipilih oleh DPRD",0
10-Jul-16,Ketidakjujuran Presiden Jokowi Perihal Silsilah Keluarganya,"Hei, begini teman: Jika ada pemimpin yang latar belakang keluarganya tidak jelas, menjadi pro dan kontra, dan selama ini terkesan seperti ditutup-tutupi, tak pernah diklarifikasi, tidakkah Anda melihat ada sesuatu yang aneh?",0
14-Dec-16,Wna Pendiri Organisasi Masyarakat Fbi,"Isu yang beredar di media sosial ialah Forum Bhayangkara Indonesia didirikan oleh warga negara asing (WNA). Adapun, isu tersebut dikaitkan dengan penandatanganan Peraturan Pemerintah (PP) Nomor 59 Tahun 2016 tentang Organisasi Kemasyarakatan Yang Didirikan Oleh Warga Negara Asing pada 2 Desember 2016 oleh Presiden Joko Widodo.",0
16-May-18,Kemenpan-Rb Bantah Terbitkan Laporan Penetapan E - Formasi Untuk Pengangkatan Cpns 2016 - 2019,"KemenPAN-RB tidak pernah mengeluarkan surat itu. Belum ada penetapan formasi CPNS untuk honorer, apalagi payung hukumnya tidak ada",0
30-Sep-15,Bisnis Penjualan Fanpage,Bisnis Penjualan Fanpage,0
21-Feb-20,Inilah Akibat Memilih Komisaris Kafir,Inilah akibat memilih komisaris kafir. Budaya perusahaan lambat laun akan tidak sesuai dengan syariat Islam. #KhilafahWillBeBack #MuslimUnitedWithKhilafah #KhilafahBukanRadikalisme #TolakAtributNatal,1
24-Jan-17,Vox Hoax Vox Dei / Suara Hoax Suara Tuhan,VOX HOAX VOX DEI / SUARA HOAX SUARA TUHAN,0
14-Dec-17,: Viral ! Sistem Big Data Cyber Security Dan Cybercrime Police,Viral ! Sistem Big Data Cyber Security dan Cybercrime Police,1
2-May-20,Vietnam Tidak Ada Korban Meninggal Covid-19 Karena Teh Dan Lemon,Kabar gembira dan istimewa. Vietnam korban covid 19 tidak ada yng matiBerita super. obat virus covid 19 sudah tercapai informasi dari negara Vietnam. virus covid 19 tidak menyebabkan kematian. ternyata resepnya sangat sederhana tapi sangat ampuh. hanya 1 teh.2 lemon.minumlah teh panas setelah di campur perasan lemon.dapat segera membunuh virus covid 19.dan dapat sepenuhnya menghilangkan virus covid 19 dari tubuh2 bahan ini membuat sistem kekebalan tubuh menjadi bersifat basa. karena ketika malam tiba sistem tubuh menjadi asam. kemampuan detensif juga akan berkurang. itulah sebabnya orang Vietnam santai saja dengan menyebarnya virus covid 19 Di Vietnam rata2 semua orang minum segelas air panas dengan sedikit lemon di malam hari Karena telah terbukti membunuh virus covid 19 secara total Bagikan resep sakti ini kepada siapapun untuk memburu pahala Resep sederhana ini sangat efektif karena tidak akan terinfeksi virus covid 19. Atas izin Tuhan YMESelamat mencoba,1
5-Dec-17,Mentri Agama Nangis Di Acara Lgbt,"Mentri Agama?Nangis2 di Acara LGBT! Viral video Gus Nur soal Menteri Agama yang hadir dan menangis nangis di acara LGBT, penasaran mana sih videonya ? Just Remind Monggo ! #MentriAgamaNangis2diAcaraLGBT",0
17-Dec-18,Penjelasan Data Dan Fakta Dari Pernyataan Djarot Saiful Hidayat Yang Membandingkan Kinerja Jokowi Dengan Sby Soal Pembangunan Di Sumut,"Sampai saya tuh berpikir begini, 10 tahun kita membangun, zaman Pak SBY, yang dibangun di Sumatera Utara ini opo? Ora ono? Sing nikmati?",0
27-Dec-17,Membumikan Bikini Di Tempat Umum Dengan Selfie,"Btw. Inilah Revolusi Mental Pancasila ala Jokowi, membumikan bikini di tempat umum dengan selfie. For woman, just use bra & panties is OK OK aja dan bisa selfie with Mr President. Aku cuma mau kasih tau inilah Icon Negara Kamu! Bukan OWI namanya klo tidak begitu, yang jadi aurat agama harus di lawan, pesta kawinin anak dibulan Asyura-Arbain, agama nyuruh tutup aurat doi proklamirkam anti Tuhan dengan selfienya. Ya inilah junjungan Islam NUsantara dan Syiah Imam 9 Naga ?",0
4-Mar-17,Halaman Surat Kabar Berbahasa Arab Memprotes Sikap Pemerintah Indonesia Karena Dianggap Kurang Memiliki Tata Krama Terhadap Raja Salman,"Dengan bantuan google translate dari Chrome Browser, dapat diketahui bahwa isi surat kabar tersebut sama sekali tidak membahas tentang apa yang diklaim oleh kedua akun di atas.",0
30-Nov-18,Mobil Avanza Masuk Makam Di Sukorejo Dikarenakan Hal Mistis,"Avanza tadi malam Supirnya digoda cewek, diajak mampir kerumahnya dan disuruh nginep Pager sekelilingnya masih utuh Hantu milenial suka avanza hehehehe",1
14-Mar-19,Saat-Saat Terakhir Korban Kecelakaan Pesawat Ethiopian Airlines Boeing 737 Max-8,The last moments of the Ethiopian plane crash victims. God have mercy!,1
24-Mar-18,Years Of Living Dangerously: Last Stand,Jejak digital memang kejam and Its not funny. Its not funny kata Indiana Jones kepada eks-Menhut. #MelawanLupa,0
4-Nov-19,"Perintah Pemimpin Negara,Seluruh Karyawan Pns Dan Asn Diwajib Kan Berpakaian Seperti Foto Dibawa Ini Kata Mentri Agama Dan Para Menteri Komunis","Perintah pemimpin negara,Seluruh karyawan PNS dan ASN diwajib kan berpakaian seperti foto dibawa ini kata mentri agama dan para menteri komunis,karena mulai sekarang berpakaian hijab dan bercadar sudah dilarang oleh pemerintah Radikal!",1
10-Jun-20,"Jika Anda Seorang Muslim, Pasti Tahu Kesalahan Yang Orang Ini","Jika anda seorang Muslim, pasti tahu kesalahan yang orang ini",1
19-May-17,: Momentum Kebangkitan Nasional,"Dalam menghadapi perkembangan teknologi, Kementerian Komunikasi dan Informatika menekankan pentingnya pelatihan dan sertifikasi angkatan kerja muda, fasilitasi lapangan kerja dan peningkatan keterampilan tenaga kerja di bidang teknologi informasi dan komunikasi (TIK) bagi penyandang disabilitas, penciptaan entrepreneur baru yang akan menjadi awal untuk menciptakan masa depan ekonomi digital Indonesia dan peningkatan literasi digital",0
17-Jan-19,Foto Anak Perempuan Yang Dikabarkan Hilang Sekarang Sudah Berada Di Polsek Citeureup Bogor,Assalamualaikum mohon dibantu menyebarkan. Ada anak perempuan usia 4th hilang dan sekarang ada dipolsek citeureup barangkali ada yg kenal bisa langsung datang ke polsek citeureup. Terimakasih,1
14-Mar-19,Kepolisian Angkat Bicara Terkait Foto Kompak Penonton Yang Acungkan Salam Dua Jari Di Millenial Road Safety Festival,"Direktur Lalulintas, Kombes Pol Wibowo: Saya sudah liat foto yang tersebar di medsos itu dan saya menduga itu foto hasil rekayasa. Apalagi panggung kegiatan yang digelar Polres Serang Kota pada acara MRSF tidak sama dengan foto tersebut,",0
6-Jul-20,Tenaga Medis Di Sampang Sengaja Sebarkan Corona Dengan Cara Disuntik,"Mon tak mateh yah ken esuntik mateh le pas epositif aghi corona (Kalau tidak meninggal pasiennya disuntik mati. Lalu dikatakan karena korona), Karena bagi para dokter korona itu uang",1
14-May-20,Warga India Membuang Patung Ke Sungai Karena Tidak Bisa Menyelamatkan Mereka Dari Virus Corona,WARGA DI INDIA MEMBUANG SEMUA PATUNG2 BERHALA MEREKA KEDALAM SUNGAI KARENA PATUNG2 YANG MEREKA SUJUD2 NGA BISA SELAMATKAN MEREKA DARI WABAH VIRUS PENYAKIT COVID 19 ( CORONA),1
22-Dec-16,: Kapolri Dan Wakapolri Mengenakan Topi Sinterklas,"cieeeeee.semoga gak da paksaan ya jendral murni dari hati, bkn perintah atasan",1
26-Oct-17,"@Metro_Tv: Kembali Tenang Berdagang Di Trotoar Tanah Abang, Portal-Islam.Id: Serang Anies-Sandi Dengan Berita Hoax, Metro Tv Dipermalukan Haji Lulung",@Metro_TV: Kembali Tenang Berdagang di Trotoar Tanah Abang https://goo.gl/Hsu5Pk,0
14-Mar-18,@Rudiantara_Id: Tweet @Partaihulk Ini Mengandung Fitnah Yang Sangat Keji Dan Tidak Berdasar,"Slmt pagi. Tweet @PartaiHulk ini mengandung fitnah yg sangat keji & tidak berdasar. Yg disampaikan ybs tidak benar dan dapat diduga sbg perbuatan yg dilarang UU ITE. Mari selalu tabayyun, hindari fitnah berjamaah. Jangan sampai fitnah/hoax banyak disebar di medsos. Salam, ra.",0
15-Mar-18,Dengan Air Mata Pm Kanada Menyambut Pengungsi Dari Suriah |  With Tears Pm Of Canada Welcomed The Refugees From Syria,Dengan air mata pm kanada menyambut pengungsi dari Suriah. Dia mengirim pesawat ke Suriah untuk membawa orang-orang Suriah. Dia berkata kepada mereka ini adalah rumah anda. 25000 pengungsi Suriah telah dibawa ke kanada sampai sekarang. Mereka semua telah diberi status penduduk permanen Kanada. Dia adalah kebanggan dunia! Dia adalah pahlawan besar saat ini.,0
27-Nov-16,Tips Bermedia Sosial Sehat Ala Ahmad Mustofa Bari,"Tips Bermedsos Sehat Ala Ahmad Mustofa Bisri (1) menata kembali niat kita dalam menggunakan dan memanfaatkan Sosmed; (2) berhati-hati dan waspada beraktifitas di Dunia Maya yang ~kita tahu~ penuh tipuan; (3) jangan mudah tergiur dengan tampilan-tampilan menarik, biasakan tabayun dan meniliti rekam-jejak;",0
9-Mar-19,Din Syamsuddin Mengundurkan Diri Karena Kecewa Jokowi Tak Temui Ulama Uzbekistan Dan Xinjiang,"Puluhan ulama dari Uighur & Uzbekistan (negara bagian china) berkunjung ke istana, tetapi Jokowi tidak mau menemuinya dengan alasan tidak enak dengan pemerintah china. Maksud anda apa, Mr. Presiden?",1
27-Nov-16,Sweeping Etnis China Di Singkawang Kalimantan Barat,Dipicu dari kasus Ahok sweping etnis cina mulai terjadi di kalimantan?,1
15-Jan-18,"Wakil Presiden Ke-6 Ri, Try Sutrisno Meninggal",Inalilahi wainailaihi Rojiunmlm ini bpk Try Sutrisno mantan Wapres telah meninggal Dunia.corps Zeni turut berdukacia semoga Husnul Khotimah.selamat jalan pk Try.keluraga yg di tinggalkan diberi kekuatan lahir bathin,1
5-Dec-17,Media Sosial Masih Jadi Sarana Favorit Penyebaran Hoax,Media Sosial Masih Jadi Sarana Favorit Penyebaran Hoax,0
17-Dec-19,Inilah Perubahan Besar Yg Telah Dilakukan Anies,Inilah perubahan besar yg telah dilakukan Anies. @triwul82 @LuwitaEmilly878 @AlakUmamilo @bang_ajoen @budiyono97 @AJudakusumah @Panatagara1,1
3-Nov-17,Nabila Jessica Alexis Hotel,Gambar postingan akun facebook Basuki Sutawijaya yang berjudul Nabila Jessica Alexis Hotel,1
16-Feb-19,Hari Ini Terjadi Di Malaka-Malaysia,"Hari ini terjadi di Malaka-Malaysia, Anak kecil didalam mobil main hp, Orang tua diluar isi bensin mobil. Tolong sebarkan ke semua teman dan saudaranya. SANGAT PENTING karna kita semua sering kurang perhatiin main hp didalam mobil ataupun luar mobil waktu isi BENSIN",1
25-Jun-18,Foto Wanita Iran Yang Menonton Piala Dunia Tanpa Hijab Menjadi Viral,Sebuah foto penggemar yang tampaknya biasa di Piala Dunia akan menjadi viral dan melihat lebih dekat pada gambar menunjukkan alasannya.,0
