ID,tanggal,judul,narasi,label
2163,12-Mar-18,Ustadz di Aceh Tenggara Diserang Seorang Pria Usai Salat Zuhur,Asatgfirullah…Baru diserang sama orang gila didesa amaliah kecamatan bukit tusam kabupaten Aceh Tenggar bukan hoak tapi ini saya sendiri mengalaminya..hati2sahabat dakwahku…Allahu Akbar,0
2164,20-Oct-17,Share 79 Emoticon Baterai ke 4 Grup untuk Mengisi Penuh Baterai HP Anda,Ni magic betul. Serius………..dicipta oleh nur syazwina syukrina zurina…pelajar universiti. Coba kirim ke 4 grup dan battery anda akan penuh 100%.,1
2165,17-Nov-17,LOWONGAN MAGANG DI PANTI SOSIAL BINA REMAJA TARUNA JAYA,"DIBUKA LOWONGAN PEKERJA HARIAN LEPAS
1. Petugas Pelayanan Sosial
2. Petugas Keamanan Kantor
3. Petugas Kebersihan Kantor
4. Petugas Mekanikal Elektrikan”.",1
2166,11-Oct-17,": Permen Narkoba beredar di Panton Labu, Aceh Utara",Just info. Permen narkoba sdah beredar di panton labu. Kemaren senin tgl 10 oktober 2017. Pihak POLSEK menyita permen tersebut di kantin koperasi sekolah MIN Panton Labu. Bagi rekan yang punya anak harap mewaspadai jajanan anak anda sekarang juga. Barang bukti tuk smntara disita POLSEK tanah Jambo Aye. Panton Labu aceh utara pihak kepolisian sdang Menyelusuri asal muasal permen ini. Tuk smntara pengelol,1
2167,6-Sep-17,Propaganda: Senjata Paling Ampuh dalam Perang,Propaganda: Senjata Paling Ampuh dalam Perang,0
2168,1-Mar-17,Ahok Bersalaman dengan Raja Salman adalah Editan,"Broo..
 Kita harus cerdas seperti kasus BOM PANCI..
 Jika HP kalian bisa nge ZOOM maka lihat tangan si AHOK
 Karena cincin yang di gunakan itu bukan tangan AHOK
 Jadi kalo mau ngedit bahwa AHOX bersalaman dengan Raja Salman harus rapi dong
 Malu di konplen oleh Raden Adhi Winata ha ha ha",0
2169,13-Feb-17,TNI Bergerak ke Megamendung untuk Menghadang Polisi dan Lindungi Habib Rizieq,"Breaking news!:
 Ada info pasukan elit TNI bergerak ke Megamendung menghadang polisi..
 Allohu Akbar..Takbir!!!",1
2170,26-Jan-17,AHOK & DJAROT TERLIBAT PERSELISIHAN,"BreakingNews: Ahok dan Djarot terlibat perselisihan pendapat pagi tadi soal Dana Kampanye. Ahok terpancing emosi karena Djarot mewakili PDIP terus meminta uang dengan alasan kampanye door to door, padahal Ahok tahu itu tidak dilakukan PDIP.
 Menurut sumber, Ahok melemparkan gelas dan tempat tisu ke Djarot dan sempat memukul, untung dilerai pengawal pribadi kedua belah pihak. Djarot kabarnya shock dan pingsan. Kini dirawat di rumah sakit Mayapada. Semoga beliau cepat sembu",1
2171,19-Jan-17,Ormas Pemuda Pancasila Siap Membantu Jika Ada Oknum Yang Mencelakai FPI,Ormas Pemuda Pancasila Siap Membantu Jika Ada Oknum Yang Mencelakai FPI,0
2172,28-Oct-16,Bagaimana Ahok dan Djarot memindahkan pohon dalam rangka pembangunan Semanggi,Bagaimana Ahok dan Djarot memindahkan pohon dalam rangka pembangunan Semanggi,1
2173,4-Dec-15,Freeport Tidak Membuang Limbah Beracun,Freeport Tidak Membuang Limbah Beracun,1
2174,24-Aug-20,MPR Usulkan Masa Jabatan Presiden menjadi 8 Tahun dan Jokowi Pimpin Indonesia sampai 2027,MPR Usulkan Masa Jabatan Presiden menjadi 8 Tahun dan Jokowi Pimpin Indonesia sampai 2027,1
2175,6-Aug-20,"Pesan Berantai Penelitian Online Mahasiswi Ilmu Psikologi Kesehatan, Fakultas Kedokteran Universitas Brawijaya","Assalamu’allaikum… Selamat sore malam adek syifa 😊. Sehubungan dengan adanya PSBB karena Covid 19. Ijinkan Saya Ayu Sofia Anggraeni.., mahasiswa akhir imu Psikologi Univ. Brawijaya. Saya sedang melakukan penelitian online tentang “analisa pengaruh bentuk kaki terhadap karakter dan kesehatan wanita”. Saya hanya butuh foto kakinya adek. Mohon bantuan dan responnya ya 🙏, bantuan adek sangat berarti bagi saya.. Terima kasih",1
2176,10-Jun-20,"Pemprov DKI Tunaikan Janji Bansos, Netizen Tagih Janji Ganjar Bagi Sembako di DKI","Pemprov DKI Tunaikan Janji Bansos, Netizen Tagih Janji Ganjar Bagi Sembako di DKI Sejak April 2020 Gubernur Jawa Tengah dengan jumawanya berjanji memberikan bantuan kepada warga Jawa Tengah yang berdomisili di DKI Jakarta. Sebagai politisi ini tentu menguntungkan citranya, namun buat apa masih ngotot pencitraan di tengah situasi pandemi?",1
2177,1-Jun-20,Polisi Benarkan Ada Upaya dari FPI dalam Penyebar Kaos & Atribut PKI,"Polisi Benarkan Ada Upaya dari FPI dalam Penyebar Kaos & Atribut PKI”, “Nah…tidak salah sangkaan banyak orang bw FPI pelaku penyebaran atribut PKI, MALING TERIAK MALING SEMBUNYI DIBALIK DINDING”,",1
2178,20-May-20,"Puan: Jika Negara Ingin Maju Dan Berkembang, Pendidikan Agama Islam Harus Di Hapus!!","Puan: Jika Negara Ingin Maju Dan Berkembang, Pendidikan Agama Islam Harus Di Hapus!!",1
2179,1-May-20,Bungkus Nasi dengan Foto Jokowi dan Bertuliskan Nasi Kodok,Sampah tetap lah sampah meskipun berada di istana,1
2180,24-Apr-20,Gubernur SUMUT instruksikan Seluruh MASJID buka pintu selapang lapangnya untuk orang ibadah,"Gubernur SUMUT instruksikan “Seluruh MASJID buka pintu selapang lapangnya untuk orang ibadah…jangan kosongkan masjid.. klw perlu ajak dzikir bersama-sama….Hidup dan mati itu kehendak Allah…Mati sedang shlat, mati sedang berdzikir, mati sedang ibadah lebih baik ketimbang mati mengurung diri tanpa ibadah” -Edi Rahmayadi (Gubernur Sumatera Utara) -",1
2181,17-Apr-20,Hati2 Alat Ini Sdh Di Setting Suhu 36-37degC Olh Komunis Cina Utk Mmbunuh Para Ulama2 Kita,WASPADALAH:Hati2 Alat Ini Sdh Di Setting Suhu 36-37°C Olh Komunis Cina Utk Mmbunuh Para Ulama2 Kita,1
2182,6-Apr-20,Video Donald Trump di ruqyah sebab sudah stress menghadapi Covid 19,Donald Trump di ruqyah sebab sudah stress menghadapi Covid 19 n semoga dapat hidayah Allah SWT. Aamiin YRA.,1
2183,4-Apr-20,Pak Jokowi Yang Nyuruh Orang Tidak Sholat Jumat,"CUMAN GARA² VIRUS CORONA,Kok Sholat Jum’at Ditiadakan sih,Pemerintah Macam Apa Kau ini Pak Jokowi Alias (Dajjal), KIAMAT Akan Datang Bila Tempat Suci Allah Tidak Ada Penghuni,Tidak Ada Yg Beribadah DiMasjid,Kok Malah Pak Jokowi Alias (Dajjal) Yang Nyuruh Orang Tidak Sholat Jum’at :v",1
2184,20-Feb-20,Ashraf Sinclair meninggal kemungkinan karena GERD yang menekan jantung hingga tidak berfungsi,"Suami BCL katanya meninggal karena serangan jantung, dalam usia 40 tahun. Ada teman dokter yang bilang kemungkinan karene GERD yang menekan jantung hingga tidak berfungsi.",1
2185,19-Nov-19,"Bintang sepakbola dunia menutup sebelah matanya sebagai dukungan atas penembakan pada wartawan foto Palestina, Muath Amarneh","Mu’ath Amarneh (kanan bawah), wartawan foto Palestina ditembak mata kirinya oleh tentara Israel. *Para bintang sepakbola dunia menutup sebelah matanya sebagai dukungan atas perjuangannya (*Amiin)",1
2186,11-Nov-19,Parlemen Denmark Menyetujui Penggunaan Cadar,"Info dibawah:
 Seorang polisi Denmark,
 menyampaikan kepada seorang wanita yg bercadar, bhw:
 Parlemen telah memutuskan utk menyutujui penggunaan cadar/niqab bagi warga muslimah di negara Denmark.",1
2187,22-Oct-19,"Prabowo: Saya Terima Jabatan Menteri Pertahan, Dengan Syarat Pemerintah Pulangkan HRS","Saya sudah sampaikan keputusan kami dari Gerindra apabila diminta kami siap membantu dan hari ini resmi diminta, dengan syarat Habib Rizieq dipulangkan ke tanah air tanpa syarat, tanpa ada hukum yang mengikatnya, semua ini demi kebaikan NKRI khusunya umat islam yang memang dimana sudah merindukan beliau, ujar Prabowo saat ditanyai wartawan.",1
2188,28-Sep-19,Amanat TAP MPR RI NO. 6 Tahun 2000 Presiden Tak Dipercaya Rakyat Wajib Mundur,Seorang Pemimpin Bila Sudah Tidak Dikehendaki Oleh Rakyat Harus MUNDUR Tanpa Harus Menunggu Proses HUKUM,1
2189,6-Sep-19,Selebaran DPO Provokator Kerusuhan Veronica Koman oleh Polda Metro Jaya,Provokator DPO,1
2190,5-Jul-19,Jokowi Dikatakan Seperti Anak Kecil dan Bodoh oleh Media Luar,"JOKOWI DIKATAKAN SEPERTI ANAK KECIL DAN BODOH OLEH MEDIA LUAR

INDONESIA KEHILANGAN KEHORMATAN?",1
2191,6-May-19,Cuci Bersih Kurma Karena Mengandung Virus Corona yang Berasal dari Kelelawar,"Untuk Kawan2 ku tersayang 😍💞🥰💖😘💕
Atas anjuran para Dokter, Menteri Kesehatan di Timur Tengah,",1
2192,7-Apr-19,Peresmian Patung Yesus Memberkati oleh Jokowi,Berita Peresmian Patung Yesus Memberkati oleh Jokowi pada 23 Desember ini sengaja disembunyikan oleh media utk menjaga elektabilitas,1
2193,12-Mar-19,Video Prabowo Subianto nabok tangan pendukungnya sendiri,"Habis lihat video Pakde Jokowi yang bercengkerama dengan rakyat kecil, selfie dengan mereka, memeluk mereka, dekat dengan mereka..",1
2194,4-Mar-19,Ustadz Yusuf Mansur Katakan Sebutan Kafir Adalah Sebuah Hinaan dan Bisa Dipidanakan!!,"Ustadz Yusuf Mansur: Sebutan “Kafir” Adalah Sebuah Hinaan, Bisa Dipidanakan!!",1
2195,21-Jan-19,Menko Luhut Cium Kaki Prabowo jika Terpilih Jadi Presiden,"Prabowo bilang utang kita banyak saya, Luhut Binsar Panjaitan, kalau dia bisa jadi presiden, saya cium kakinya, tetapi kalau Jokowi terpilih kembali, kau cium kaki saya",1
2196,15-Jan-19,Kapal Tenggelam di Danau Toba,"DANAU TOBA BERDUKA
INNALILLAHI WA INNAILLAHI ROJI’UN…
Buat rekan2 mari sama sama kita berdoa : baru tenggelam kapal jurusan tiga ras simanindo. muatan penumpang 183 orang. sepeda motor 40. info yang selamat baru 3 orang. kejadian baru aja. semoga semua korban selamat. Aamiin…",1
2197,24-Oct-18,Tulisan KH Bisri Musthofa DIBALIK.. KIKIR DAN PELITNYA PEMERINTAH SAUDI ARABIA TERHADAP PEMERINTAH INDONESIA,"DIBALIK KIKIR DAN PELITNYA
PEMERINTAH SAUDI ARABIA
TERHADAP PEMERINTAH INDONESIA",1
2198,4-May-18,GUNUNG GONGGANG DI SAGARANTEN SUKABUMI DIKABARKAN AKAN MELETUS,"Muncul isu Gunung Gonggang, yang berada di antara Kecamatan Sagaranten dan Purabaya, disebut akan meletus. Isu tersebut merebak di kalangan masyarakat, khususnya di wilayah Kecamatan Sagaranten dan Purabaya. Badan Meterorologi Klimatologi dan Geofisika (BMKG) memastikan isu tersebut hoax atau berita bohong.",0
2199,21-Mar-18,Polresta Samarinda Adakan Acara Nikah Massal Gratis,"Kasubbag Humas Kapolresta Samarinda, Ipda Danovan mengatakan, kabar tersebut tidak benar alias hoaks. “Itu tidak benar, Polresta Samarinda tidak ada mengadakan kegiatan seperti yang tertera di postingan itu,” tegasnya.",1
2200,22-Feb-18,USTAD DI BEKASI DISERANG OKNUM YANG MENGGUNAKAN ATRIBUT PKI,"Izin melaporkan
 Assalamualaikum..
 Mohon kita waspada bahaya PKI Sudah sampai ke daerah kita..
 Informasi dari istri Saya
 Kejadian siang ini di kampung gudang RT 01/02 kel. Karang satria kec. Tambun utara..
 Korban ustadz Ridwan Syakir..
 Beliau sedang sakit kedatangan 2 tamu yg tak di kenal,, namun bbrp lama kemudian beliau di boyong paksa oleh 2 orang td,, tapi istrinya langsung triak gak lama kemudian tetangga langsung menghajar mereka,,sekarang pelaku di amankan di BKPM karang satria..
 Dua orang tadi bawa tas dan di dalam tasnya ada crulit dan golok dan nama2 ustadz yg akan menjadi sasaran mereka
 InsyaAllah kita semua dlm perlidungan Allah SWT…..",1
2201,18-Feb-18,Tanda yang Dikira Teror Itu Ternyata untuk Kegiatan Pramuka,Tanda yang Dikira Teror Itu Ternyata untuk Kegiatan Pramuka,0
2202,29-Jan-18,Akibat Kecanduan Main Game di HP Ini Lah Akibatx,"Akibat kecanduan main game di Hp ini lah akibatx
 Penyesalan gak bakal datang diawal pasti diakhir
 Apa yg ditanam it pula yg dituai
 .
 Sayangi anak”kita jng dibiasakan main hp akibatx fatal gara”radiasi",0
2203,16-Dec-17,"Hina Panglima TNI dan Jokowi di Medsos, Dokter di Sumbar Ditangkap","Hina Panglima TNI dan Jokowi di Medsos, Dokter di Sumbar Ditangkap",0
2204,26-Oct-17,Hati-hati Dengan Grab Avanza B 6217 UWH,"Bapak2 & ibu2.. Klo dapet Grab *Avanza B 6217 UWH*.. hati-2 ya, soalnya setiap yang abis pesen sama dia langsung diincer rumahnya.. Mo di rampok. Jd Langsung cancell aja kalo dapet dia yaa.
Hati-2, sampein ke yg lain, dia lagi dicari pihak Grab Indonesia karena banyak yg ngelaporin soal dia.",1
2205,12-Jul-17,: Motif Pembacokan Hermansyah Karena Kasus Chat Rizieq Shihab,Motif Pembacokan Hermansyah Karena Kasus Chat Rizieq Shihab,0
2206,12-Feb-17,"Bocoran Nama-Nama Penerima Gratifikasi Proyek eKTP, Terdapat Nama Ahok",Beredar nama-nama anggota DPR-RI Penerima Dana Milyaran Fee E KTP. Ada nama Ahok (Basuki Tjahja Purnama) Menkumham (Yasona Laoly) Gub Jateng dan Gubernur Sulut. Berikut nama-nama yang berasal dari BAP Tersangka Irman (mantan dirjen Disdukcapil Depdagri),1
2207,30-Oct-16,Penculik Anak dengan Mukena Pink dan Pura-pura Gila,Sekedar info buat warga depok ini salah satu pelaku penculikan yang tertangkap tadi sore di daerah kampung benda cipayung depok.. modusnya pura-pura gila menggunakan mukena..komplotan udah menyebar di daerah jembatan serong rawa denok bulak rambutan..,1
2208,9-Jul-16,Meninggalnya Husni Kamil Manik Dikaitkan dengan Kecurangan di Pilpres 2014,"Ketika tujuh langka terakhir meninggalkan kuburannya, maka sang Malaikat akan bertanya pada Husni Kamil Manik (HKM).",1
2209,17-Mar-16,Pengungsi Syria Dilempari Koin oleh Suporter Klub Sepakbola PSV Eindhoven di Spanyol,Saya belum tahu sumbernya darimana. video ini ‘katanya’ memperlihatkan pengungsi Syria dilempari recehan dan disoraki penduduk lokal Spanyol (memalukan,0
2210,16-Feb-16,Bir Berbahasa Arab di Jakarta,"Sebelum situs-situs penyebar konten sampah ngepost yang beginian, nih ada bahan buat kalian
 
 Ahok mana Ahok?? Jakarta jual Beer dengan tulisan Arab??",1
2211,19-Aug-20,Foto Lelaki Menginjak Merah Putih,"Bangsat ini sudah menginjak merah putih,hukuman apa yg pantas bagi bangsat ini",1
2212,18-Aug-20,Tegur dong satpam rumah sakit masang bendera terbalik,Tegur dong satpam rumah sakit masang bendera terbalik,1
2213,5-Aug-20,Dakta 107 FM: Klaim Obat Corona Hadi Pranoto,"Bersama Aribowo Sasmito, Co-Founder & Ketua Komite Pemeriksa Fakta MAFINDO",0
2214,6-Aug-20,"99, 9% Tingkat Kesembuhan Covid dan vaksin dengan tingkat efek merugikan 80%","It’s a tough call. Do I risk getting Covid with its 99,9% recovery rate, Or do I get the vaccine with its 80% Adverse Reaction rate, and has killed 5 people so far in the trials? What a predicament",1
2215,4-Aug-20,"Datangi Polresta Bogor, Presiden Jokowi Urus Sendiri Perpanjangan SIM","Datangi Polresta Bogor, Presiden Jokowi Urus Sendiri Perpanjangan SIM",1
2216,13-Jul-20,Gambar Jokowi INGAT YA !!! CIRI ORANG MUNAFIK ADA 3...,"INGAT YA !!! CIRI ORANG MUNAFIK ADA 3…1. BILA BERBICARA, DIA BOHONG 2. BILA BERJANJI, DIA INGKAR 3. BILA DIBERI AMANAH, DIA BERKHIANAT #CATAT ITU !",1
2217,29-Jun-20,Rekrutmen PLN Group Tingkat SMA/SMK Tahun 2020,Rekrutmen PLN Group Tingkat SMA/SMK Sampai S1 Tahapan Tahun 2020,1
2218,3-May-20,Foto Lagi lagi corona tka cina makasih banyak yang datang ke Indonesia trs bawa amunisi,"Penyelundupan amunisi jelas lebih tinggi grade-nya daripada narkoba. Sudah level ketahanan negara Semua yakin pelaku nggak sendirian, pasti punya sindikat yang sangat solid. Bukan cuma kelas bandar judi atau ekstasi.",1
2219,28-Jan-20,Jokowi: Virus corona minum bodrex 5 menit langsung sembuh,"Jokowi: Virus corona minum bodrex 5 menit langsung sembuh,",1
2220,28-Jan-20,"Kangkung Mematikan, Pemuda di Solo Meninggal Karena Lintah dalam Kangkung","KANGKUNG YANG MEMATIKAN
 
 (Hati2 memasak kangkung).
 
 Diharuskan bila Anda memasak Kangkung, harap belah Batangnya !!
 
 Beberapa hari yang lalu, di Klinik yg terkenal di Yogya, semua Dokter kebingungan karena ada seorang Pemuda asal SOLO bernama Rifai yang menderita sakit Perut. Pemuda itu dbawa ke Klinik oleh Ortunya setelah 2 hari menderita DIARE. Sudah bermacam Obat sakit perut yg diberikan kepada Pemuda itu, namun DIARE tidak kunjung sembuh.",1
2221,7-Jan-20,Kasatlantas Polres Bandara Soekarno-Hatta Beri Bantahan Terkait Kabar Wanita Terjepit Bus Damri,Ibu Hamil terjepit di Shuttle TOD M1 Bandara Soetta. Korban yang tidak diketahui namanya tengah berjalan kaki hendak pulang kerja namun saat di Shuttle korban tidak mengetahui ada mobil Bus lewat dan akhirnya si Ibu hamil tersebut terjepit hingga pingsan. Siapa yang harus bertanggung jawab ini.,1
2222,4-Jan-20,Video Doa dari anak tak berdosa Turkistan Timur .,Do’a dari anak tak berdosa Turkistan Timur (Muslim Uighur).,1
2223,17-Dec-19,Cacing Berkembang di Mata Karena Mengucek Setelah Memegang Kucing/Anjing,"Hati2x bagi yg suka kucing & anjing. Inilah cacing yg hidup dimata, jangan mengucek-ucek mata setelah memegang kucing atau anjing krn kotoran bulu kucing atau anjing bisa meyebabkan cacing berkembang biak dimata. Jangan lupa,cuci tangan setelah memegang kucing atau anjing. Watch this video out!!! #sharing #careofyoureyes #pets",1
2224,15-Nov-19,Case in Muazam Pahang,“Kes dimuazam Pahang. Sabjek 1 pembantu rumah indon.baru sebulan kja. Sabjek telah ditangkap jam. 3.00ptg. Mangsa kanak kanak sedang di rawat dihospital.”,1
2225,8-Nov-19,"Video yang harus ditonton, situasi sebenarnya terkait cedera Andre Gomes","Video yang harus ditonton, situasi sebenarnya terkait cedera Andre Gomes",1
2226,30-Sep-19,Viking Persib Club Menegaskan Tidak Terlibat Aksi Demo Reformasi Dikorupsi,"Kami tidak berkaitan sama sekali dengan aksi unjuk rasa yang akan berlangsung di Gedung Sate, dan bisa kami pastikan bahwa berita tersebut adalah hoaks,",1
2227,7-Aug-19,Chip RFID 666 Antikristus,Jangan terima Chip RFID 666 di lengan Anda apapun yang terjadi. Mengapa? Sebab Anda akan dibakar di neraka selama-lamanya dengan api dan belerang,1
2228,29-May-19,Bos Mayapada Jadi Pembina Brimob dan TNI,"Perencanaannya: menggerogoti pelan tapi pasti, laksana penyakit kanker.",1
2229,15-Mar-19,Maklumat Masyayikh Ponpes Lirboyo Dukung Prabowo - Sandi,"MAKLUMAT MASYAYIKH
PONDOK PESANTREN LIRBOYO
KOTA KEDIRI JAWA TIMUR",1
2230,12-Mar-19,Innalillahi.. Ternyata Presiden Sekarang Sebenarnya Kristen ! Dan Pemerintahan Sekarang Di Kuasai Kristen ! >> Pantas Banyak Kebijakannya Yang Anti Islam !,"MOHON DIBACA BAIK BAIK, INI BUKAN FITNAH !!!
MOHON DIMENGERTI DAN TOLONG DI VIRALKAN BIAR MEREKA YANG TIDAK TAHU TAHU !",1
2231,30-Jan-19,DITEMUKAN MAYAT MENGAMBANG DI DUDUKSAMPEYAN GRESIK,Telah di temukan mayat di kc duduk,1
2232,29-Jan-19,Menari diatas penderitaan rakyat,"Sadis…
Tak berprikemanusiaan..
Menari diatas penderitaan rakyat..

Hellow…",1
2233,16-Nov-18,Pernyataan Pihak Kepolisian Terkait Acara Peringatan 4 tahunan Jemaah Khilafatul Muslimin yang akan Diadakan di Masjid Akbar Kemayoran,GAGAL MENDAPATKAN IZIN DI POLRES BOGOR MEREKA MELANJUTKAN RENCANA KE MESJID AKBAR KEMAYORAN WARGA JAKARTA NU BANSER DAN SELURUH RAKYAT YANG MENCINTAI NKRI SEGERA LAKUKAN LANGKAH AKSI MENGHADANG SEL TERORIS BERSELIMUT KHILAFAH INI ! @ZheeOmega,0
2234,30-Oct-18,"Terjadi Penculikan Anak di Belga Tulungagung, Jawa Timur","Telah terjadi penculikan anak di Belga tulungagung..Alhamdulilah konangan ortune anak. Tpi ortune anak gk sadar /anaknya diculik. Cm ditanya knapa kog mau ikut/dipancet tangannya sama orang lain. Kata si anak”rambutne dijambak, tangane ujuk2 gelem dibonceng eiku (e male hora sadar)..Hati2 y bund.. Anak e podo dijogo. .. Ora tego nyawang poto2 seng sadis masalah penculikan anak. Semoga Allah melindungi anak2 kita dari penculikan. .. Aamiin",1
2235,03-Agu-18,KNPI Sumut Bantah Terima Mobil Bekas DPRD Sumut,"“Saya tidak menerima mobil apapun dari pemerintah, dan tidak mengajukan apapun,”",0
2236,18-Jul-18,Menpora Halalkan Judi Bola,Sekelas Menteri Sudah Terang-terangan Memperbolehkan Judi Bola,1
2237,15-May-18,: Viral Foto Bomber Gereja di Surabaya Masih Hidup,"Bapak yang bom bunuh diri HARI MINGGU di gereja pakai mobil ternyata TIDAK MATI dia lompat dari mobil, benar2 iblis…ISTRI DAN KE 4 anaknya MATI…",1
2238,28-Nov-17,Nilai Tukar Rupiah terhadap Dolar pernah Rp. 20 Ribu karena Ulah Kredit Alutsista,"Angka Rupiah Pernah $1 =Rp.20,000 Ulah TNI KRIDIT ALUTSISTA, MODUS PENCURI PEMBOBOL GUDANG SENJATA DI LUAR NEGERI",1
2239,20-Nov-17,PKI DAN CINA SDH SIAP MERAMPAS INDONESIA.,"PKI DAN CINA SDH SIAP MERAMPAS INDONESIA.
MEREKA BERSUMPAH AKAN MENYEMBELIH KAUM MUSLIMIN
Bismillahirrohmanirohiim,..
Lindungi kami Ya Allah…..
Ulasan dr sahabat salah satu anggota dewan/parpol (semoga bermanfaat, silahkan disikapi dgn baik) :
( Ini berita dari temen yg dosen di Bandung )
[19/12 19.37] YY: Saya tadi jam 14 diundang rapat koordinasi di kampus pascasarjana dan yg mengundang adalah direktur pascasarjana sekaligus tokoh Jawa Barat…",1
2240,3-Mar-17,Dana Santunan Haji Korban Kecelakaan Mekkah 2015 Ditahan oleh Kemenlu,"*Valid*
 Sangat luar biasa zholim…!
 Masih ingat peristiwa Crane di Masjidil Haram..?
 Kerajaan Saudi bertanggung jawab dan akan menyantuni para korban, tnyata sudah cair sejak lama tapi belum disalurkan kepada korban oleh Kemlu, dengan alasan masih verifikasi…!
 brp lama verifikasinya pak..?
 Sampai kapan itu diverifikasi?
 Sementara kafir Harbi, Syiah dan kelompok munafik terus menerus membuat fitnah kepada Arab Saudi.",0
2241,18-Feb-17,AOCT,"Sebarkan ini lah yg mengheck dan mengganti data di kpud 2017, yg telah mendzolimi pemimpin bapak anies dan bapak uno, harusnya paslon pilihan Allah nomer 3, bapak anies dan bapak Uno, sudah mencapai suara 70% lebih, dan satu putaran kemenangan, tp gara2 hecker laknatullah ini telah mengganti tabulasi data, dalam seragam mereka tertulis AOCT (Ahokers Organitasion Cyber Team). kita muslim hecker lulusan 212 berhasil mengatasinya.",1
2242,6-Feb-17,"Tangkapan Layar dari Video Metro TV Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals","Tangkapan Layar dari Video Metro TV Yang Berjudul ‘300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals’",1
2243,17-Dec-16,Turis Asing Berkostum Loreng,"wadaw ada turis asing berkostum loreng, kompak lagi… Mau ngapain mereka ya?",1
2244,14-Dec-16,WNA Pendiri Organisasi Masyarakat FBI,"Isu yang beredar di media sosial ialah Forum Bhayangkara Indonesia didirikan oleh warga negara asing (WNA). Adapun, isu tersebut dikaitkan dengan penandatanganan Peraturan Pemerintah (PP) Nomor 59 Tahun 2016 tentang Organisasi Kemasyarakatan Yang Didirikan Oleh Warga Negara Asing pada 2 Desember 2016 oleh Presiden Joko Widodo.",0
2245,8-Nov-16,"PM Cina Peringatkan Indonesia, Jika Tragedi 98 Terulang, Cina akan Kirim Pasukan ke Indonesia","PM Cina Peringatkan Indonesia, Jika Tragedi 98 Terulang, Cina akan Kirim Pasukan ke Indonesia",1
2246,16-Jul-16,Aparat Dukcapil Bingung Rusun Kapuk Muara Mayoritas Diisi Pendatang Tionghoa dan Bermobil Mewah,"Sejatinya penghuni rumah susun (rusun) dikhususkan bagi mereka warga asli Jakarta yang memiliki kemampuan ekonomi rendah. Hal itu dikarenakan untuk mendukung beberapa program Pemprov DKI yang berhubungan dengan penataan kota Jakarta, yaitu pelebaran sungai atau pembersihan pemukiman di bawah kolong tol.",1
2247,2-Dec-15,Prof. Arysio Santos Nyatakan Lokasi Atlantis Terletak di Indonesia,Buku “Atlantis : The Lost Continent Finally Found” karangan Prof. Arysio Santos menyatakan bahwa Atlantis itu dulunya ada di Indonesia.,1
2248,20-Aug-20,Tangkapan Layar Detiknews MENHAN Prabowo Subianto demi stabilitas terhadap pertahanan negara memperingkatkan Gatot Nurmantyo dan KAMI agar tidak bikin kisru di NKRI,"Entahlah..
 
 Kita tunggu saja sebuah kejutan diakhir cerita
 
 #Politik #Intrik #Strategi",1
2249,1-Aug-20,Foto Jokowi Siap Memimpin 3 Periode,"Selamat siang para pejuang NKRI mari kita rapatkan barisan dukung pk.jokowi 3 periode,biar Indonesia tmbh makmur gemah ripah loh jinawi seperti cita2 luhur pendiri bangsa ini.90% rakyat indonesia menginginkan pk.jokowi 3 Periode,agar bisa melanjutkan pembangunan yg sdah dicapai saat ini.Indonesia makin maju dan sukses bersama pk.Jokowi…Amiiinnn….",1
2250,2-Jul-20,Istilah Kadrun Berasal dari PKI,"KADRUN itu dari PKI Barokallahu fiik Habib @husein.baagil . Label KADRUN yang disematkan kepada ummat Islam itu ternyata berasal dari PKI. Di zaman tahun 60’an apabila PKI menargetkan salah satu dari para Ulama yg ditargetkan akan dibunuh, mereka menjulukinya dengan istilah KADRUN atau Kadal Gurun. Di zaman kita sekarang, istilah KADRUN mulai diperdengarkan kembali untuk mengejek ummat Islam, entah mereka itu memang berideologi komunis atau hanya sebatas kebencian terhadap gerakan ummat Islam. Wallahu ‘Alam Bishowab. Semoga kita semua dilindunggi oleh Allah dari fitnah dan bahaya PKI.,",1
2251,25-Jun-20,"Ruang Perawatan Covid di Riau Penuh, Warga Wajib di Rumah Selama Dua Minggu","jadi pesen dr indra yovi Sp.P jagalah keluarga kalian di rumah.. karena sekarang kasusnya lebih berbahaya dan lebih banyak pada saat psbb dulu.. inert immunity.. siapa kuat daya tahan tubuhnya dya yg menang.. jgn keluar rumah, jgn shalat dimasjid dulu, jgn ke sekolah, tetap stay at home… Pekanbaru masuk zona Merah.. hari ini 29 org positif covid. 1 org meninggal… Ruang rawat covid 19 di rsud sudah penuh.. icu pinere covid 19 jg penuh..",1
2252,2-Jun-20,Video TNI sdah mlai turun mnjaga ruslan buton,TNI sdah mlai turun mnjaga ruslan buton,1
2253,1-Jun-20,Dwayne Johnson The Rock Bagikan Uang Bantuan Corona Kepada 10.000 Pengguna Facebook,"MY NAME “DWAYNE JOHNSON” BECAUSE BRONZE CORONA VIRUS I WANT TO HELP 10,000 FACEBOOK FIRST USER MEMBERS … Tell me, how much money do you need now? Choose the first letter of your name and you will receive a gift of your choice.",1
